Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-21T00:00:00+01:00,129905,2436
Bayern,09,2020-11-21T00:00:00+01:00,177522,3387
Berlin,11,2020-11-21T00:00:00+01:00,55018,441
Brandenburg,12,2020-11-21T00:00:00+01:00,15032,276
Bremen,04,2020-11-21T00:00:00+01:00,9052,105
Hamburg,02,2020-11-21T00:00:00+01:00,22098,334
Hessen,06,2020-11-21T00:00:00+01:00,74368,1010
Mecklenburg-Vorpommern,13,2020-11-21T00:00:00+01:00,5064,53
Niedersachsen,03,2020-11-21T00:00:00+01:00,61621,985
Nordrhein-Westfalen,05,2020-11-21T00:00:00+01:00,227783,2943
Rheinland-Pfalz,07,2020-11-21T00:00:00+01:00,37132,411
Saarland,10,2020-11-21T00:00:00+01:00,11247,234
Sachsen,14,2020-11-21T00:00:00+01:00,41336,626
Sachsen-Anhalt,15,2020-11-21T00:00:00+01:00,9580,121
Schleswig-Holstein,01,2020-11-21T00:00:00+01:00,12638,233
Thüringen,16,2020-11-21T00:00:00+01:00,13132,289
