Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-17T00:00:00+02:00,3747115,16219
Bayern,09,2022-06-17T00:00:00+02:00,5007148,24220
Berlin,11,2022-06-17T00:00:00+02:00,1072567,4635
Brandenburg,12,2022-06-17T00:00:00+02:00,804553,5699
Bremen,04,2022-06-17T00:00:00+02:00,207926,782
Hamburg,02,2022-06-17T00:00:00+02:00,606069,2694
Hessen,06,2022-06-17T00:00:00+02:00,1938292,10253
Mecklenburg-Vorpommern,13,2022-06-17T00:00:00+02:00,498169,2246
Niedersachsen,03,2022-06-17T00:00:00+02:00,2487371,9489
Nordrhein-Westfalen,05,2022-06-17T00:00:00+02:00,5477227,25583
Rheinland-Pfalz,07,2022-06-17T00:00:00+02:00,1194022,5719
Saarland,10,2022-06-17T00:00:00+02:00,325175,1702
Sachsen,14,2022-06-17T00:00:00+02:00,1530953,15570
Sachsen-Anhalt,15,2022-06-17T00:00:00+02:00,728370,5389
Schleswig-Holstein,01,2022-06-17T00:00:00+02:00,782891,2582
Thüringen,16,2022-06-17T00:00:00+02:00,716841,7336
