Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-07T00:00:00+02:00,537028,10512
Bayern,09,2021-09-07T00:00:00+02:00,686682,15443
Berlin,11,2021-09-07T00:00:00+02:00,195986,3597
Brandenburg,12,2021-09-07T00:00:00+02:00,112516,3826
Bremen,04,2021-09-07T00:00:00+02:00,30111,499
Hamburg,02,2021-09-07T00:00:00+02:00,86997,1654
Hessen,06,2021-09-07T00:00:00+02:00,315190,7644
Mecklenburg-Vorpommern,13,2021-09-07T00:00:00+02:00,46744,1194
Niedersachsen,03,2021-09-07T00:00:00+02:00,283505,5865
Nordrhein-Westfalen,05,2021-09-07T00:00:00+02:00,911550,17481
Rheinland-Pfalz,07,2021-09-07T00:00:00+02:00,169783,3937
Saarland,10,2021-09-07T00:00:00+02:00,45302,1035
Sachsen,14,2021-09-07T00:00:00+02:00,290593,10175
Sachsen-Anhalt,15,2021-09-07T00:00:00+02:00,101271,3492
Schleswig-Holstein,01,2021-09-07T00:00:00+02:00,72677,1662
Thüringen,16,2021-09-07T00:00:00+02:00,131181,4397
