Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-18T00:00:00+02:00,46428,1869
Bayern,2020-09-18T00:00:00+02:00,63918,2648
Berlin,2020-09-18T00:00:00+02:00,12733,227
Brandenburg,2020-09-18T00:00:00+02:00,4060,169
Bremen,2020-09-18T00:00:00+02:00,2177,59
Hamburg,2020-09-18T00:00:00+02:00,7010,269
Hessen,2020-09-18T00:00:00+02:00,17342,543
Mecklenburg-Vorpommern,2020-09-18T00:00:00+02:00,1093,20
Niedersachsen,2020-09-18T00:00:00+02:00,18529,667
Nordrhein-Westfalen,2020-09-18T00:00:00+02:00,64084,1842
Rheinland-Pfalz,2020-09-18T00:00:00+02:00,9990,247
Saarland,2020-09-18T00:00:00+02:00,3214,176
Sachsen,2020-09-18T00:00:00+02:00,6581,226
Sachsen-Anhalt,2020-09-18T00:00:00+02:00,2380,66
Schleswig-Holstein,2020-09-18T00:00:00+02:00,4350,161
Thüringen,2020-09-18T00:00:00+02:00,3884,189
