Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-08-29T00:00:00+02:00,9215,180
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-08-29T00:00:00+02:00,2286,67
Biberach,Baden-Württemberg,08426000,2021-08-29T00:00:00+02:00,9229,178
Bodenseekreis,Baden-Württemberg,08435000,2021-08-29T00:00:00+02:00,8191,159
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-08-29T00:00:00+02:00,9011,193
Böblingen,Baden-Württemberg,08115000,2021-08-29T00:00:00+02:00,17921,275
Calw,Baden-Württemberg,08235000,2021-08-29T00:00:00+02:00,8577,183
Emmendingen,Baden-Württemberg,08316000,2021-08-29T00:00:00+02:00,6374,158
Enzkreis,Baden-Württemberg,08236000,2021-08-29T00:00:00+02:00,9995,263
Esslingen,Baden-Württemberg,08116000,2021-08-29T00:00:00+02:00,27530,558
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-08-29T00:00:00+02:00,8032,164
Freudenstadt,Baden-Württemberg,08237000,2021-08-29T00:00:00+02:00,5577,159
Göppingen,Baden-Württemberg,08117000,2021-08-29T00:00:00+02:00,13438,245
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-08-29T00:00:00+02:00,5472,65
Heidenheim,Baden-Württemberg,08135000,2021-08-29T00:00:00+02:00,6423,161
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-08-29T00:00:00+02:00,9264,137
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-08-29T00:00:00+02:00,16839,203
Hohenlohekreis,Baden-Württemberg,08126000,2021-08-29T00:00:00+02:00,5918,135
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-08-29T00:00:00+02:00,11429,222
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-08-29T00:00:00+02:00,19465,480
Konstanz,Baden-Württemberg,08335000,2021-08-29T00:00:00+02:00,12081,296
Ludwigsburg,Baden-Württemberg,08118000,2021-08-29T00:00:00+02:00,28118,520
Lörrach,Baden-Württemberg,08336000,2021-08-29T00:00:00+02:00,10527,303
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-08-29T00:00:00+02:00,5477,90
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-08-29T00:00:00+02:00,17289,306
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-08-29T00:00:00+02:00,6555,143
Ortenaukreis,Baden-Württemberg,08317000,2021-08-29T00:00:00+02:00,20030,576
Ostalbkreis,Baden-Württemberg,08136000,2021-08-29T00:00:00+02:00,16282,412
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-08-29T00:00:00+02:00,8071,199
Rastatt,Baden-Württemberg,08216000,2021-08-29T00:00:00+02:00,10480,196
Ravensburg,Baden-Württemberg,08436000,2021-08-29T00:00:00+02:00,11615,142
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-08-29T00:00:00+02:00,21191,360
Reutlingen,Baden-Württemberg,08415000,2021-08-29T00:00:00+02:00,14277,273
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-08-29T00:00:00+02:00,23818,444
Rottweil,Baden-Württemberg,08325000,2021-08-29T00:00:00+02:00,8136,163
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-08-29T00:00:00+02:00,10423,214
Schwäbisch Hall,Baden-Württemberg,08127000,2021-08-29T00:00:00+02:00,11800,261
Sigmaringen,Baden-Württemberg,08437000,2021-08-29T00:00:00+02:00,5794,85
Stuttgart,Baden-Württemberg,08111000,2021-08-29T00:00:00+02:00,31563,489
Tuttlingen,Baden-Württemberg,08327000,2021-08-29T00:00:00+02:00,7967,157
Tübingen,Baden-Württemberg,08416000,2021-08-29T00:00:00+02:00,9777,182
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-08-29T00:00:00+02:00,6209,85
Waldshut,Baden-Württemberg,08337000,2021-08-29T00:00:00+02:00,7873,211
Zollernalbkreis,Baden-Württemberg,08417000,2021-08-29T00:00:00+02:00,9609,176
Aichach-Friedberg,Bayern,09771000,2021-08-29T00:00:00+02:00,5428,101
Altötting,Bayern,09171000,2021-08-29T00:00:00+02:00,6347,210
Amberg,Bayern,09361000,2021-08-29T00:00:00+02:00,1869,24
Amberg-Sulzbach,Bayern,09371000,2021-08-29T00:00:00+02:00,4938,160
Ansbach (Stadt),Bayern,09561000,2021-08-29T00:00:00+02:00,1932,45
Ansbach (Landkreis),Bayern,09571000,2021-08-29T00:00:00+02:00,8587,197
Aschaffenburg (Stadt),Bayern,09661000,2021-08-29T00:00:00+02:00,3689,115
Aschaffenburg (Landkreis),Bayern,09671000,2021-08-29T00:00:00+02:00,8305,215
Augsburg (Stadt),Bayern,09761000,2021-08-29T00:00:00+02:00,19018,406
Augsburg (Landkreis),Bayern,09772000,2021-08-29T00:00:00+02:00,11884,235
Bad Kissingen,Bayern,09672000,2021-08-29T00:00:00+02:00,3730,104
Bad Tölz-Wolfratshausen,Bayern,09173000,2021-08-29T00:00:00+02:00,5342,80
Bamberg (Stadt),Bayern,09461000,2021-08-29T00:00:00+02:00,3332,108
Bamberg (Landkreis),Bayern,09471000,2021-08-29T00:00:00+02:00,5848,146
Bayreuth (Stadt),Bayern,09462000,2021-08-29T00:00:00+02:00,3571,110
Bayreuth (Landkreis),Bayern,09472000,2021-08-29T00:00:00+02:00,5018,163
Berchtesgadener Land,Bayern,09172000,2021-08-29T00:00:00+02:00,6432,102
Cham,Bayern,09372000,2021-08-29T00:00:00+02:00,7241,183
Coburg (Stadt),Bayern,09463000,2021-08-29T00:00:00+02:00,2452,92
Coburg (Landkreis),Bayern,09473000,2021-08-29T00:00:00+02:00,4956,161
Dachau,Bayern,09174000,2021-08-29T00:00:00+02:00,8683,143
Deggendorf,Bayern,09271000,2021-08-29T00:00:00+02:00,7228,160
Dillingen a.d. Donau,Bayern,09773000,2021-08-29T00:00:00+02:00,4112,128
Dingolfing-Landau,Bayern,09279000,2021-08-29T00:00:00+02:00,6160,99
Donau-Ries,Bayern,09779000,2021-08-29T00:00:00+02:00,6263,165
Ebersberg,Bayern,09175000,2021-08-29T00:00:00+02:00,6667,181
Eichstätt,Bayern,09176000,2021-08-29T00:00:00+02:00,5366,86
Erding,Bayern,09177000,2021-08-29T00:00:00+02:00,7293,119
Erlangen,Bayern,09562000,2021-08-29T00:00:00+02:00,4175,95
Erlangen-Höchstadt,Bayern,09572000,2021-08-29T00:00:00+02:00,5646,132
Forchheim,Bayern,09474000,2021-08-29T00:00:00+02:00,4928,113
Freising,Bayern,09178000,2021-08-29T00:00:00+02:00,8750,137
Freyung-Grafenau,Bayern,09272000,2021-08-29T00:00:00+02:00,4975,128
Fürstenfeldbruck,Bayern,09179000,2021-08-29T00:00:00+02:00,10183,141
Fürth (Stadt),Bayern,09563000,2021-08-29T00:00:00+02:00,7999,225
Fürth (Landkreis),Bayern,09573000,2021-08-29T00:00:00+02:00,5507,209
Garmisch-Partenkirchen,Bayern,09180000,2021-08-29T00:00:00+02:00,3731,88
Günzburg,Bayern,09774000,2021-08-29T00:00:00+02:00,7212,110
Haßberge,Bayern,09674000,2021-08-29T00:00:00+02:00,4180,87
Hof (Stadt),Bayern,09464000,2021-08-29T00:00:00+02:00,4036,117
Hof (Landkreis),Bayern,09475000,2021-08-29T00:00:00+02:00,6458,157
Ingolstadt,Bayern,09161000,2021-08-29T00:00:00+02:00,6540,115
Kaufbeuren,Bayern,09762000,2021-08-29T00:00:00+02:00,2495,56
Kelheim,Bayern,09273000,2021-08-29T00:00:00+02:00,6146,110
Kempten (Allgäu),Bayern,09763000,2021-08-29T00:00:00+02:00,3406,49
Kitzingen,Bayern,09675000,2021-08-29T00:00:00+02:00,3421,87
Kronach,Bayern,09476000,2021-08-29T00:00:00+02:00,4292,96
Kulmbach,Bayern,09477000,2021-08-29T00:00:00+02:00,4135,118
Landsberg am Lech,Bayern,09181000,2021-08-29T00:00:00+02:00,4318,71
Landshut (Stadt),Bayern,09261000,2021-08-29T00:00:00+02:00,4260,117
Landshut (Landkreis),Bayern,09274000,2021-08-29T00:00:00+02:00,8303,169
Lichtenfels,Bayern,09478000,2021-08-29T00:00:00+02:00,3648,85
Lindau (Bodensee),Bayern,09776000,2021-08-29T00:00:00+02:00,3566,63
Main-Spessart,Bayern,09677000,2021-08-29T00:00:00+02:00,4926,216
Memmingen,Bayern,09764000,2021-08-29T00:00:00+02:00,2388,26
Miesbach,Bayern,09182000,2021-08-29T00:00:00+02:00,4735,83
Miltenberg,Bayern,09676000,2021-08-29T00:00:00+02:00,6261,130
Mühldorf a. Inn,Bayern,09183000,2021-08-29T00:00:00+02:00,7233,155
München (Stadt),Bayern,09162000,2021-08-29T00:00:00+02:00,77744,1276
München (Landkreis),Bayern,09184000,2021-08-29T00:00:00+02:00,16093,294
Neu-Ulm,Bayern,09775000,2021-08-29T00:00:00+02:00,8047,122
Neuburg-Schrobenhausen,Bayern,09185000,2021-08-29T00:00:00+02:00,4414,81
Neumarkt i.d. OPf.,Bayern,09373000,2021-08-29T00:00:00+02:00,6793,142
Neustadt a.d. Aisch-Bad Windsheim,Bayern,09575000,2021-08-29T00:00:00+02:00,4491,107
Neustadt a.d. Waldnaab,Bayern,09374000,2021-08-29T00:00:00+02:00,5360,188
Nürnberg,Bayern,09564000,2021-08-29T00:00:00+02:00,35839,970
Nürnberger Land,Bayern,09574000,2021-08-29T00:00:00+02:00,7638,189
Oberallgäu,Bayern,09780000,2021-08-29T00:00:00+02:00,6202,90
Ostallgäu,Bayern,09777000,2021-08-29T00:00:00+02:00,7459,134
Passau (Stadt),Bayern,09262000,2021-08-29T00:00:00+02:00,3451,117
Passau (Landkreis),Bayern,09275000,2021-08-29T00:00:00+02:00,13099,377
Pfaffenhofen a.d. Ilm,Bayern,09186000,2021-08-29T00:00:00+02:00,5876,159
Regen,Bayern,09276000,2021-08-29T00:00:00+02:00,5684,164
Regensburg (Stadt),Bayern,09362000,2021-08-29T00:00:00+02:00,7483,93
Regensburg (Landkreis),Bayern,09375000,2021-08-29T00:00:00+02:00,8637,210
Rhön-Grabfeld,Bayern,09673000,2021-08-29T00:00:00+02:00,3600,89
Rosenheim (Stadt),Bayern,09163000,2021-08-29T00:00:00+02:00,4213,67
Rosenheim (Landkreis),Bayern,09187000,2021-08-29T00:00:00+02:00,14534,464
Roth,Bayern,09576000,2021-08-29T00:00:00+02:00,5813,174
Rottal-Inn,Bayern,09277000,2021-08-29T00:00:00+02:00,7795,183
Schwabach,Bayern,09565000,2021-08-29T00:00:00+02:00,2208,105
Schwandorf,Bayern,09376000,2021-08-29T00:00:00+02:00,8652,157
Schweinfurt (Stadt),Bayern,09662000,2021-08-29T00:00:00+02:00,3366,94
Schweinfurt (Landkreis),Bayern,09678000,2021-08-29T00:00:00+02:00,5339,139
Starnberg,Bayern,09188000,2021-08-29T00:00:00+02:00,5413,117
Straubing,Bayern,09263000,2021-08-29T00:00:00+02:00,2464,87
Straubing-Bogen,Bayern,09278000,2021-08-29T00:00:00+02:00,5535,141
Tirschenreuth,Bayern,09377000,2021-08-29T00:00:00+02:00,5403,265
Traunstein,Bayern,09189000,2021-08-29T00:00:00+02:00,11427,217
Unterallgäu,Bayern,09778000,2021-08-29T00:00:00+02:00,7577,169
Weiden i.d. OPf.,Bayern,09363000,2021-08-29T00:00:00+02:00,2798,98
Weilheim-Schongau,Bayern,09190000,2021-08-29T00:00:00+02:00,5463,84
Weißenburg-Gunzenhausen,Bayern,09577000,2021-08-29T00:00:00+02:00,4060,118
Wunsiedel i. Fichtelgebirge,Bayern,09479000,2021-08-29T00:00:00+02:00,5098,199
Würzburg (Stadt),Bayern,09663000,2021-08-29T00:00:00+02:00,4905,124
Würzburg (Landkreis),Bayern,09679000,2021-08-29T00:00:00+02:00,4663,74
