Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-10T00:00:00+01:00,1062062,13224
Bayern,09,2022-01-10T00:00:00+01:00,1379786,19941
Berlin,11,2022-01-10T00:00:00+01:00,359419,4038
Brandenburg,12,2022-01-10T00:00:00+01:00,258524,4799
Bremen,04,2022-01-10T00:00:00+01:00,56362,613
Hamburg,02,2022-01-10T00:00:00+01:00,155008,2030
Hessen,06,2022-01-10T00:00:00+01:00,508818,8623
Mecklenburg-Vorpommern,13,2022-01-10T00:00:00+01:00,108697,1515
Niedersachsen,03,2022-01-10T00:00:00+01:00,472821,6917
Nordrhein-Westfalen,05,2022-01-10T00:00:00+01:00,1461509,20582
Rheinland-Pfalz,07,2022-01-10T00:00:00+01:00,294210,4699
Saarland,10,2022-01-10T00:00:00+01:00,78484,1263
Sachsen,14,2022-01-10T00:00:00+01:00,669732,13415
Sachsen-Anhalt,15,2022-01-10T00:00:00+01:00,232831,4395
Schleswig-Holstein,01,2022-01-10T00:00:00+01:00,138294,1898
Thüringen,16,2022-01-10T00:00:00+01:00,299134,6077
