Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-07T00:00:00+02:00,3173972,15295
Bayern,09,2022-04-07T00:00:00+02:00,4222921,22813
Berlin,11,2022-04-07T00:00:00+02:00,936516,4402
Brandenburg,12,2022-04-07T00:00:00+02:00,710671,5463
Bremen,04,2022-04-07T00:00:00+02:00,162894,724
Hamburg,02,2022-04-07T00:00:00+02:00,468520,2420
Hessen,06,2022-04-07T00:00:00+02:00,1517937,9683
Mecklenburg-Vorpommern,13,2022-04-07T00:00:00+02:00,422002,2048
Niedersachsen,03,2022-04-07T00:00:00+02:00,1826521,8235
Nordrhein-Westfalen,05,2022-04-07T00:00:00+02:00,4437804,23911
Rheinland-Pfalz,07,2022-04-07T00:00:00+02:00,943953,5329
Saarland,10,2022-04-07T00:00:00+02:00,264497,1558
Sachsen,14,2022-04-07T00:00:00+02:00,1366461,14852
Sachsen-Anhalt,15,2022-04-07T00:00:00+02:00,632230,5071
Schleswig-Holstein,01,2022-04-07T00:00:00+02:00,543089,2328
Thüringen,16,2022-04-07T00:00:00+02:00,635800,6904
