Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-01T00:00:00+02:00,49707,1886
Bayern,2020-10-01T00:00:00+02:00,68482,2663
Berlin,2020-10-01T00:00:00+02:00,14788,228
Brandenburg,2020-10-01T00:00:00+02:00,4300,169
Bremen,2020-10-01T00:00:00+02:00,2471,59
Hamburg,2020-10-01T00:00:00+02:00,7896,271
Hessen,2020-10-01T00:00:00+02:00,19089,551
Mecklenburg-Vorpommern,2020-10-01T00:00:00+02:00,1195,20
Niedersachsen,2020-10-01T00:00:00+02:00,20290,685
Nordrhein-Westfalen,2020-10-01T00:00:00+02:00,70580,1880
Rheinland-Pfalz,2020-10-01T00:00:00+02:00,10740,255
Saarland,2020-10-01T00:00:00+02:00,3315,177
Sachsen,2020-10-01T00:00:00+02:00,7288,235
Sachsen-Anhalt,2020-10-01T00:00:00+02:00,2654,68
Schleswig-Holstein,2020-10-01T00:00:00+02:00,4821,162
Thüringen,2020-10-01T00:00:00+02:00,4106,191
