Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-04-25T00:00:00+02:00,5076635,19634
Bayern,09,2023-04-25T00:00:00+02:00,6761796,29330
Berlin,11,2023-04-25T00:00:00+02:00,1439299,5731
Brandenburg,12,2023-04-25T00:00:00+02:00,1119319,6623
Bremen,04,2023-04-25T00:00:00+02:00,304738,1009
Hamburg,02,2023-04-25T00:00:00+02:00,810225,3710
Hessen,06,2023-04-25T00:00:00+02:00,2938523,12743
Mecklenburg-Vorpommern,13,2023-04-25T00:00:00+02:00,716241,2823
Niedersachsen,03,2023-04-25T00:00:00+02:00,3876580,14162
Nordrhein-Westfalen,05,2023-04-25T00:00:00+02:00,8082002,32213
Rheinland-Pfalz,07,2023-04-25T00:00:00+02:00,1776527,7156
Saarland,10,2023-04-25T00:00:00+02:00,495252,2192
Sachsen,14,2023-04-25T00:00:00+02:00,1964967,16955
Sachsen-Anhalt,15,2023-04-25T00:00:00+02:00,966023,6386
Schleswig-Holstein,01,2023-04-25T00:00:00+02:00,1180538,3573
Thüringen,16,2023-04-25T00:00:00+02:00,887794,8395
