Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-06T00:00:00+02:00,536396,10497
Bayern,09,2021-09-06T00:00:00+02:00,685650,15435
Berlin,11,2021-09-06T00:00:00+02:00,195128,3596
Brandenburg,12,2021-09-06T00:00:00+02:00,112432,3827
Bremen,04,2021-09-06T00:00:00+02:00,30066,499
Hamburg,02,2021-09-06T00:00:00+02:00,86802,1654
Hessen,06,2021-09-06T00:00:00+02:00,314674,7640
Mecklenburg-Vorpommern,13,2021-09-06T00:00:00+02:00,46726,1193
Niedersachsen,03,2021-09-06T00:00:00+02:00,283076,5861
Nordrhein-Westfalen,05,2021-09-06T00:00:00+02:00,909666,17465
Rheinland-Pfalz,07,2021-09-06T00:00:00+02:00,169234,3933
Saarland,10,2021-09-06T00:00:00+02:00,45285,1035
Sachsen,14,2021-09-06T00:00:00+02:00,290498,10173
Sachsen-Anhalt,15,2021-09-06T00:00:00+02:00,101183,3492
Schleswig-Holstein,01,2021-09-06T00:00:00+02:00,72506,1657
Thüringen,16,2021-09-06T00:00:00+02:00,131068,4397
