Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-24T00:00:00+02:00,517075,10446
Bayern,09,2021-08-24T00:00:00+02:00,666222,15391
Berlin,11,2021-08-24T00:00:00+02:00,189782,3592
Brandenburg,12,2021-08-24T00:00:00+02:00,110835,3821
Bremen,04,2021-08-24T00:00:00+02:00,28735,497
Hamburg,02,2021-08-24T00:00:00+02:00,83586,1638
Hessen,06,2021-08-24T00:00:00+02:00,302578,7621
Mecklenburg-Vorpommern,13,2021-08-24T00:00:00+02:00,45661,1187
Niedersachsen,03,2021-08-24T00:00:00+02:00,272575,5840
Nordrhein-Westfalen,05,2021-08-24T00:00:00+02:00,866414,17373
Rheinland-Pfalz,07,2021-08-24T00:00:00+02:00,162203,3919
Saarland,10,2021-08-24T00:00:00+02:00,43558,1030
Sachsen,14,2021-08-24T00:00:00+02:00,288375,10158
Sachsen-Anhalt,15,2021-08-24T00:00:00+02:00,100350,3472
Schleswig-Holstein,01,2021-08-24T00:00:00+02:00,69766,1644
Thüringen,16,2021-08-24T00:00:00+02:00,129897,4393
