Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-02-10T00:00:00+01:00,5019854,19053
Bayern,09,2023-02-10T00:00:00+01:00,6684816,28202
Berlin,11,2023-02-10T00:00:00+01:00,1420924,5490
Brandenburg,12,2023-02-10T00:00:00+01:00,1106001,6452
Bremen,04,2023-02-10T00:00:00+01:00,301461,958
Hamburg,02,2023-02-10T00:00:00+01:00,803535,3559
Hessen,06,2023-02-10T00:00:00+01:00,2894907,12238
Mecklenburg-Vorpommern,13,2023-02-10T00:00:00+01:00,708020,2745
Niedersachsen,03,2023-02-10T00:00:00+01:00,3828413,13340
Nordrhein-Westfalen,05,2023-02-10T00:00:00+01:00,7941963,30961
Rheinland-Pfalz,07,2023-02-10T00:00:00+01:00,1747200,6859
Saarland,10,2023-02-10T00:00:00+01:00,485980,2100
Sachsen,14,2023-02-10T00:00:00+01:00,1946928,16754
Sachsen-Anhalt,15,2023-02-10T00:00:00+01:00,955398,6248
Schleswig-Holstein,01,2023-02-10T00:00:00+01:00,1169137,3452
Thüringen,16,2023-02-10T00:00:00+01:00,879355,8249
