Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-17T00:00:00+02:00,36264,1839
Bayern,2020-07-17T00:00:00+02:00,49631,2616
Berlin,2020-07-17T00:00:00+02:00,8725,221
Brandenburg,2020-07-17T00:00:00+02:00,3470,167
Bremen,2020-07-17T00:00:00+02:00,1701,55
Hamburg,2020-07-17T00:00:00+02:00,5232,260
Hessen,2020-07-17T00:00:00+02:00,11324,514
Mecklenburg-Vorpommern,2020-07-17T00:00:00+02:00,805,20
Niedersachsen,2020-07-17T00:00:00+02:00,13905,644
Nordrhein-Westfalen,2020-07-17T00:00:00+02:00,45710,1711
Rheinland-Pfalz,2020-07-17T00:00:00+02:00,7275,238
Saarland,2020-07-17T00:00:00+02:00,2827,174
Sachsen,2020-07-17T00:00:00+02:00,5485,225
Sachsen-Anhalt,2020-07-17T00:00:00+02:00,1936,62
Schleswig-Holstein,2020-07-17T00:00:00+02:00,3238,154
Thüringen,2020-07-17T00:00:00+02:00,3315,182
