Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-13T00:00:00+02:00,547059,10534
Bayern,09,2021-09-13T00:00:00+02:00,698447,15474
Berlin,11,2021-09-13T00:00:00+02:00,198499,3602
Brandenburg,12,2021-09-13T00:00:00+02:00,113583,3829
Bremen,04,2021-09-13T00:00:00+02:00,30885,502
Hamburg,02,2021-09-13T00:00:00+02:00,88415,1662
Hessen,06,2021-09-13T00:00:00+02:00,321411,7662
Mecklenburg-Vorpommern,13,2021-09-13T00:00:00+02:00,47337,1195
Niedersachsen,03,2021-09-13T00:00:00+02:00,289509,5876
Nordrhein-Westfalen,05,2021-09-13T00:00:00+02:00,928551,17551
Rheinland-Pfalz,07,2021-09-13T00:00:00+02:00,173416,3948
Saarland,10,2021-09-13T00:00:00+02:00,45990,1040
Sachsen,14,2021-09-13T00:00:00+02:00,292353,10185
Sachsen-Anhalt,15,2021-09-13T00:00:00+02:00,101821,3494
Schleswig-Holstein,01,2021-09-13T00:00:00+02:00,73787,1666
Thüringen,16,2021-09-13T00:00:00+02:00,132088,4398
