Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-16T00:00:00+02:00,36227,1838
Bayern,2020-07-16T00:00:00+02:00,49538,2613
Berlin,2020-07-16T00:00:00+02:00,8699,221
Brandenburg,2020-07-16T00:00:00+02:00,3466,167
Bremen,2020-07-16T00:00:00+02:00,1697,55
Hamburg,2020-07-16T00:00:00+02:00,5233,261
Hessen,2020-07-16T00:00:00+02:00,11283,514
Mecklenburg-Vorpommern,2020-07-16T00:00:00+02:00,805,20
Niedersachsen,2020-07-16T00:00:00+02:00,13887,643
Nordrhein-Westfalen,2020-07-16T00:00:00+02:00,45388,1711
Rheinland-Pfalz,2020-07-16T00:00:00+02:00,7258,238
Saarland,2020-07-16T00:00:00+02:00,2824,174
Sachsen,2020-07-16T00:00:00+02:00,5484,225
Sachsen-Anhalt,2020-07-16T00:00:00+02:00,1926,62
Schleswig-Holstein,2020-07-16T00:00:00+02:00,3235,154
Thüringen,2020-07-16T00:00:00+02:00,3310,182
