Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-05T00:00:00+02:00,3121027,15187
Bayern,09,2022-04-05T00:00:00+02:00,4146308,22707
Berlin,11,2022-04-05T00:00:00+02:00,923488,4392
Brandenburg,12,2022-04-05T00:00:00+02:00,700249,5446
Bremen,04,2022-04-05T00:00:00+02:00,160086,722
Hamburg,02,2022-04-05T00:00:00+02:00,460094,2398
Hessen,06,2022-04-05T00:00:00+02:00,1488441,9655
Mecklenburg-Vorpommern,13,2022-04-05T00:00:00+02:00,412395,2029
Niedersachsen,03,2022-04-05T00:00:00+02:00,1776367,8156
Nordrhein-Westfalen,05,2022-04-05T00:00:00+02:00,4362997,23813
Rheinland-Pfalz,07,2022-04-05T00:00:00+02:00,918750,5295
Saarland,10,2022-04-05T00:00:00+02:00,258458,1548
Sachsen,14,2022-04-05T00:00:00+02:00,1345397,14806
Sachsen-Anhalt,15,2022-04-05T00:00:00+02:00,622320,5035
Schleswig-Holstein,01,2022-04-05T00:00:00+02:00,529090,2314
Thüringen,16,2022-04-05T00:00:00+02:00,623607,6865
