Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-10T00:00:00+02:00,508035,10431
Bayern,09,2021-08-10T00:00:00+02:00,656276,15362
Berlin,11,2021-08-10T00:00:00+02:00,184581,3585
Brandenburg,12,2021-08-10T00:00:00+02:00,109645,3818
Bremen,04,2021-08-10T00:00:00+02:00,28092,493
Hamburg,02,2021-08-10T00:00:00+02:00,80408,1630
Hessen,06,2021-08-10T00:00:00+02:00,296532,7597
Mecklenburg-Vorpommern,13,2021-08-10T00:00:00+02:00,44757,1184
Niedersachsen,03,2021-08-10T00:00:00+02:00,266935,5819
Nordrhein-Westfalen,05,2021-08-10T00:00:00+02:00,835008,17308
Rheinland-Pfalz,07,2021-08-10T00:00:00+02:00,158586,3912
Saarland,10,2021-08-10T00:00:00+02:00,42474,1030
Sachsen,14,2021-08-10T00:00:00+02:00,287065,10140
Sachsen-Anhalt,15,2021-08-10T00:00:00+02:00,99752,3468
Schleswig-Holstein,01,2021-08-10T00:00:00+02:00,66876,1640
Thüringen,16,2021-08-10T00:00:00+02:00,129407,4386
