Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-09T00:00:00+01:00,257403,5464
Bayern,09,2021-01-09T00:00:00+01:00,351615,7786
Berlin,11,2021-01-09T00:00:00+01:00,105118,1547
Brandenburg,12,2021-01-09T00:00:00+01:00,49531,1281
Bremen,04,2021-01-09T00:00:00+01:00,14257,219
Hamburg,02,2021-01-09T00:00:00+01:00,40123,792
Hessen,06,2021-01-09T00:00:00+01:00,148863,3461
Mecklenburg-Vorpommern,13,2021-01-09T00:00:00+01:00,14429,235
Niedersachsen,03,2021-01-09T00:00:00+01:00,118305,2313
Nordrhein-Westfalen,05,2021-01-09T00:00:00+01:00,424492,7866
Rheinland-Pfalz,07,2021-01-09T00:00:00+01:00,79252,1740
Saarland,10,2021-01-09T00:00:00+01:00,21642,529
Sachsen,14,2021-01-09T00:00:00+01:00,152459,3981
Sachsen-Anhalt,15,2021-01-09T00:00:00+01:00,35734,832
Schleswig-Holstein,01,2021-01-09T00:00:00+01:00,28056,534
Thüringen,16,2021-01-09T00:00:00+01:00,50302,1298
