Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-01T00:00:00+02:00,31919,1385
Bayern,2020-05-01T00:00:00+02:00,42489,1850
Berlin,2020-05-01T00:00:00+02:00,5887,149
Brandenburg,2020-05-01T00:00:00+02:00,2872,120
Bremen,2020-05-01T00:00:00+02:00,859,30
Hamburg,2020-05-01T00:00:00+02:00,4604,163
Hessen,2020-05-01T00:00:00+02:00,8376,360
Mecklenburg-Vorpommern,2020-05-01T00:00:00+02:00,693,18
Niedersachsen,2020-05-01T00:00:00+02:00,10141,429
Nordrhein-Westfalen,2020-05-01T00:00:00+02:00,33058,1261
Rheinland-Pfalz,2020-05-01T00:00:00+02:00,6086,172
Saarland,2020-05-01T00:00:00+02:00,2581,135
Sachsen,2020-05-01T00:00:00+02:00,4592,162
Sachsen-Anhalt,2020-05-01T00:00:00+02:00,1564,44
Schleswig-Holstein,2020-05-01T00:00:00+02:00,2714,110
Thüringen,2020-05-01T00:00:00+02:00,2323,93
