Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-26T00:00:00+01:00,1250328,13588
Bayern,09,2022-01-26T00:00:00+01:00,1633840,20362
Berlin,11,2022-01-26T00:00:00+01:00,485323,4094
Brandenburg,12,2022-01-26T00:00:00+01:00,313820,4978
Bremen,04,2022-01-26T00:00:00+01:00,79894,644
Hamburg,02,2022-01-26T00:00:00+01:00,212846,2085
Hessen,06,2022-01-26T00:00:00+01:00,637391,8766
Mecklenburg-Vorpommern,13,2022-01-26T00:00:00+01:00,134272,1625
Niedersachsen,03,2022-01-26T00:00:00+01:00,588173,7062
Nordrhein-Westfalen,05,2022-01-26T00:00:00+01:00,1786527,20962
Rheinland-Pfalz,07,2022-01-26T00:00:00+01:00,350110,4776
Saarland,10,2022-01-26T00:00:00+01:00,94364,1320
Sachsen,14,2022-01-26T00:00:00+01:00,704057,13987
Sachsen-Anhalt,15,2022-01-26T00:00:00+01:00,252642,4561
Schleswig-Holstein,01,2022-01-26T00:00:00+01:00,199399,1944
Thüringen,16,2022-01-26T00:00:00+01:00,312809,6372
