Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-14T00:00:00+02:00,38270,1859
Bayern,2020-08-14T00:00:00+02:00,52645,2631
Berlin,2020-08-14T00:00:00+02:00,9976,224
Brandenburg,2020-08-14T00:00:00+02:00,3683,169
Bremen,2020-08-14T00:00:00+02:00,1828,56
Hamburg,2020-08-14T00:00:00+02:00,5821,264
Hessen,2020-08-14T00:00:00+02:00,13187,526
Mecklenburg-Vorpommern,2020-08-14T00:00:00+02:00,959,20
Niedersachsen,2020-08-14T00:00:00+02:00,15318,656
Nordrhein-Westfalen,2020-08-14T00:00:00+02:00,53661,1772
Rheinland-Pfalz,2020-08-14T00:00:00+02:00,8059,241
Saarland,2020-08-14T00:00:00+02:00,2976,174
Sachsen,2020-08-14T00:00:00+02:00,5705,225
Sachsen-Anhalt,2020-08-14T00:00:00+02:00,2099,64
Schleswig-Holstein,2020-08-14T00:00:00+02:00,3744,158
Thüringen,2020-08-14T00:00:00+02:00,3482,186
