Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-19T00:00:00+02:00,46779,1871
Bayern,2020-09-19T00:00:00+02:00,64395,2648
Berlin,2020-09-19T00:00:00+02:00,12919,227
Brandenburg,2020-09-19T00:00:00+02:00,4079,169
Bremen,2020-09-19T00:00:00+02:00,2191,59
Hamburg,2020-09-19T00:00:00+02:00,7075,269
Hessen,2020-09-19T00:00:00+02:00,17516,543
Mecklenburg-Vorpommern,2020-09-19T00:00:00+02:00,1105,20
Niedersachsen,2020-09-19T00:00:00+02:00,18701,669
Nordrhein-Westfalen,2020-09-19T00:00:00+02:00,64692,1844
Rheinland-Pfalz,2020-09-19T00:00:00+02:00,10037,247
Saarland,2020-09-19T00:00:00+02:00,3227,176
Sachsen,2020-09-19T00:00:00+02:00,6658,226
Sachsen-Anhalt,2020-09-19T00:00:00+02:00,2393,66
Schleswig-Holstein,2020-09-19T00:00:00+02:00,4384,161
Thüringen,2020-09-19T00:00:00+02:00,3919,189
