Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-08T00:00:00+01:00,254652,5337
Bayern,09,2021-01-08T00:00:00+01:00,348143,7656
Berlin,11,2021-01-08T00:00:00+01:00,103639,1487
Brandenburg,12,2021-01-08T00:00:00+01:00,48351,1221
Bremen,04,2021-01-08T00:00:00+01:00,14177,213
Hamburg,02,2021-01-08T00:00:00+01:00,39587,763
Hessen,06,2021-01-08T00:00:00+01:00,147012,3349
Mecklenburg-Vorpommern,13,2021-01-08T00:00:00+01:00,14031,226
Niedersachsen,03,2021-01-08T00:00:00+01:00,116432,2258
Nordrhein-Westfalen,05,2021-01-08T00:00:00+01:00,420190,7706
Rheinland-Pfalz,07,2021-01-08T00:00:00+01:00,78087,1686
Saarland,10,2021-01-08T00:00:00+01:00,21321,497
Sachsen,14,2021-01-08T00:00:00+01:00,149707,3814
Sachsen-Anhalt,15,2021-01-08T00:00:00+01:00,34971,805
Schleswig-Holstein,01,2021-01-08T00:00:00+01:00,27542,520
Thüringen,16,2021-01-08T00:00:00+01:00,49045,1257
