Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-04-12T00:00:00+02:00,388266,8927
Bayern,09,2021-04-12T00:00:00+02:00,530864,13514
Berlin,11,2021-04-12T00:00:00+02:00,153452,3122
Brandenburg,12,2021-04-12T00:00:00+02:00,93345,3373
Bremen,04,2021-04-12T00:00:00+02:00,22386,420
Hamburg,02,2021-04-12T00:00:00+02:00,65606,1412
Hessen,06,2021-04-12T00:00:00+02:00,233812,6488
Mecklenburg-Vorpommern,13,2021-04-12T00:00:00+02:00,33839,907
Niedersachsen,03,2021-04-12T00:00:00+02:00,211519,5019
Nordrhein-Westfalen,05,2021-04-12T00:00:00+02:00,649941,14587
Rheinland-Pfalz,07,2021-04-12T00:00:00+02:00,124109,3398
Saarland,10,2021-04-12T00:00:00+02:00,33562,932
Sachsen,14,2021-04-12T00:00:00+02:00,235712,8558
Sachsen-Anhalt,15,2021-04-12T00:00:00+02:00,79262,2833
Schleswig-Holstein,01,2021-04-12T00:00:00+02:00,53135,1461
Thüringen,16,2021-04-12T00:00:00+02:00,102703,3501
