Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-04T00:00:00+02:00,34830,1761
Bayern,2020-06-04T00:00:00+02:00,47209,2479
Berlin,2020-06-04T00:00:00+02:00,6901,200
Brandenburg,2020-06-04T00:00:00+02:00,3280,156
Bremen,2020-06-04T00:00:00+02:00,1462,44
Hamburg,2020-06-04T00:00:00+02:00,5096,253
Hessen,2020-06-04T00:00:00+02:00,10129,482
Mecklenburg-Vorpommern,2020-06-04T00:00:00+02:00,763,20
Niedersachsen,2020-06-04T00:00:00+02:00,12182,601
Nordrhein-Westfalen,2020-06-04T00:00:00+02:00,38297,1611
Rheinland-Pfalz,2020-06-04T00:00:00+02:00,6719,230
Saarland,2020-06-04T00:00:00+02:00,2737,164
Sachsen,2020-06-04T00:00:00+02:00,5312,212
Sachsen-Anhalt,2020-06-04T00:00:00+02:00,1711,55
Schleswig-Holstein,2020-06-04T00:00:00+02:00,3103,146
Thüringen,2020-06-04T00:00:00+02:00,3033,167
