Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-11-22T00:00:00+01:00,759064,11459
Bayern,09,2021-11-22T00:00:00+01:00,1031554,16967
Berlin,11,2021-11-22T00:00:00+01:00,256184,3779
Brandenburg,12,2021-11-22T00:00:00+01:00,155726,4033
Bremen,04,2021-11-22T00:00:00+01:00,38011,541
Hamburg,02,2021-11-22T00:00:00+01:00,108909,1869
Hessen,06,2021-11-22T00:00:00+01:00,392720,8044
Mecklenburg-Vorpommern,13,2021-11-22T00:00:00+01:00,63095,1295
Niedersachsen,03,2021-11-22T00:00:00+01:00,354846,6239
Nordrhein-Westfalen,05,2021-11-22T00:00:00+01:00,1111953,18672
Rheinland-Pfalz,07,2021-11-22T00:00:00+01:00,216430,4215
Saarland,10,2021-11-22T00:00:00+01:00,56350,1095
Sachsen,14,2021-11-22T00:00:00+01:00,425120,10655
Sachsen-Anhalt,15,2021-11-22T00:00:00+01:00,136531,3688
Schleswig-Holstein,01,2021-11-22T00:00:00+01:00,91296,1773
Thüringen,16,2021-11-22T00:00:00+01:00,187796,4800
