Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-06-19T00:00:00+02:00,499231,10157
Bayern,09,2021-06-19T00:00:00+02:00,646256,15185
Berlin,11,2021-06-19T00:00:00+02:00,179855,3545
Brandenburg,12,2021-06-19T00:00:00+02:00,108623,3786
Bremen,04,2021-06-19T00:00:00+02:00,27376,482
Hamburg,02,2021-06-19T00:00:00+02:00,77064,1586
Hessen,06,2021-06-19T00:00:00+02:00,290107,7464
Mecklenburg-Vorpommern,13,2021-06-19T00:00:00+02:00,44097,1148
Niedersachsen,03,2021-06-19T00:00:00+02:00,260583,5726
Nordrhein-Westfalen,05,2021-06-19T00:00:00+02:00,814603,17041
Rheinland-Pfalz,07,2021-06-19T00:00:00+02:00,154838,3869
Saarland,10,2021-06-19T00:00:00+02:00,41365,1019
Sachsen,14,2021-06-19T00:00:00+02:00,285614,10017
Sachsen-Anhalt,15,2021-06-19T00:00:00+02:00,99163,3413
Schleswig-Holstein,01,2021-06-19T00:00:00+02:00,63740,1619
Thüringen,16,2021-06-19T00:00:00+02:00,128624,4312
