Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2023-03-24T00:00:00+01:00,91094,321
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2023-03-24T00:00:00+01:00,23972,140
Biberach,Baden-Württemberg,08426000,2023-03-24T00:00:00+01:00,99479,342
Bodenseekreis,Baden-Württemberg,08435000,2023-03-24T00:00:00+01:00,92569,398
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2023-03-24T00:00:00+01:00,117033,410
Böblingen,Baden-Württemberg,08115000,2023-03-24T00:00:00+01:00,184798,543
Calw,Baden-Württemberg,08235000,2023-03-24T00:00:00+01:00,71026,367
Emmendingen,Baden-Württemberg,08316000,2023-03-24T00:00:00+01:00,81358,304
Enzkreis,Baden-Württemberg,08236000,2023-03-24T00:00:00+01:00,95523,359
Esslingen,Baden-Württemberg,08116000,2023-03-24T00:00:00+01:00,243648,1055
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2023-03-24T00:00:00+01:00,106345,324
Freudenstadt,Baden-Württemberg,08237000,2023-03-24T00:00:00+01:00,56234,272
Göppingen,Baden-Württemberg,08117000,2023-03-24T00:00:00+01:00,113356,427
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2023-03-24T00:00:00+01:00,62480,182
Heidenheim,Baden-Württemberg,08135000,2023-03-24T00:00:00+01:00,63750,388
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2023-03-24T00:00:00+01:00,59642,307
Heilbronn (Landkreis),Baden-Württemberg,08125000,2023-03-24T00:00:00+01:00,168851,539
Hohenlohekreis,Baden-Württemberg,08126000,2023-03-24T00:00:00+01:00,55070,199
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2023-03-24T00:00:00+01:00,130856,423
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2023-03-24T00:00:00+01:00,211118,782
Konstanz,Baden-Württemberg,08335000,2023-03-24T00:00:00+01:00,125022,454
Ludwigsburg,Baden-Württemberg,08118000,2023-03-24T00:00:00+01:00,234198,768
Lörrach,Baden-Württemberg,08336000,2023-03-24T00:00:00+01:00,94728,483
Main-Tauber-Kreis,Baden-Württemberg,08128000,2023-03-24T00:00:00+01:00,61937,259
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2023-03-24T00:00:00+01:00,136216,552
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2023-03-24T00:00:00+01:00,71775,240
