Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-27T00:00:00+02:00,522321,10464
Bayern,09,2021-08-27T00:00:00+02:00,671594,15396
Berlin,11,2021-08-27T00:00:00+02:00,191290,3591
Brandenburg,12,2021-08-27T00:00:00+02:00,111250,3822
Bremen,04,2021-08-27T00:00:00+02:00,29022,498
Hamburg,02,2021-08-27T00:00:00+02:00,84394,1641
Hessen,06,2021-08-27T00:00:00+02:00,305408,7626
Mecklenburg-Vorpommern,13,2021-08-27T00:00:00+02:00,45915,1189
Niedersachsen,03,2021-08-27T00:00:00+02:00,275310,5847
Nordrhein-Westfalen,05,2021-08-27T00:00:00+02:00,879333,17394
Rheinland-Pfalz,07,2021-08-27T00:00:00+02:00,163793,3921
Saarland,10,2021-08-27T00:00:00+02:00,44007,1031
Sachsen,14,2021-08-27T00:00:00+02:00,288924,10161
Sachsen-Anhalt,15,2021-08-27T00:00:00+02:00,100535,3474
Schleswig-Holstein,01,2021-08-27T00:00:00+02:00,70540,1646
Thüringen,16,2021-08-27T00:00:00+02:00,130192,4395
