Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-31T00:00:00+02:00,361625,8684
Bayern,09,2021-03-31T00:00:00+02:00,496321,13239
Berlin,11,2021-03-31T00:00:00+02:00,145245,3046
Brandenburg,12,2021-03-31T00:00:00+02:00,87593,3302
Bremen,04,2021-03-31T00:00:00+02:00,20821,404
Hamburg,02,2021-03-31T00:00:00+02:00,60667,1378
Hessen,06,2021-03-31T00:00:00+02:00,217605,6321
Mecklenburg-Vorpommern,13,2021-03-31T00:00:00+02:00,30363,857
Niedersachsen,03,2021-03-31T00:00:00+02:00,196101,4847
Nordrhein-Westfalen,05,2021-03-31T00:00:00+02:00,608416,14194
Rheinland-Pfalz,07,2021-03-31T00:00:00+02:00,115924,3322
Saarland,10,2021-03-31T00:00:00+02:00,31737,925
Sachsen,14,2021-03-31T00:00:00+02:00,220335,8360
Sachsen-Anhalt,15,2021-03-31T00:00:00+02:00,72432,2706
Schleswig-Holstein,01,2021-03-31T00:00:00+02:00,49590,1432
Thüringen,16,2021-03-31T00:00:00+02:00,94098,3325
