Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-13T00:00:00+02:00,33670,1608
Bayern,2020-05-13T00:00:00+02:00,44980,2229
Berlin,2020-05-13T00:00:00+02:00,6342,173
Brandenburg,2020-05-13T00:00:00+02:00,3135,138
Bremen,2020-05-13T00:00:00+02:00,1104,37
Hamburg,2020-05-13T00:00:00+02:00,4976,228
Hessen,2020-05-13T00:00:00+02:00,9169,423
Mecklenburg-Vorpommern,2020-05-13T00:00:00+02:00,739,20
Niedersachsen,2020-05-13T00:00:00+02:00,11003,524
Nordrhein-Westfalen,2020-05-13T00:00:00+02:00,35741,1483
Rheinland-Pfalz,2020-05-13T00:00:00+02:00,6382,212
Saarland,2020-05-13T00:00:00+02:00,2677,145
Sachsen,2020-05-13T00:00:00+02:00,5031,195
Sachsen-Anhalt,2020-05-13T00:00:00+02:00,1656,52
Schleswig-Holstein,2020-05-13T00:00:00+02:00,2982,125
Thüringen,2020-05-13T00:00:00+02:00,2652,131
