Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-26T00:00:00+02:00,35476,1830
Bayern,2020-06-26T00:00:00+02:00,48202,2594
Berlin,2020-06-26T00:00:00+02:00,8096,212
Brandenburg,2020-06-26T00:00:00+02:00,3437,165
Bremen,2020-06-26T00:00:00+02:00,1658,49
Hamburg,2020-06-26T00:00:00+02:00,5173,259
Hessen,2020-06-26T00:00:00+02:00,10707,505
Mecklenburg-Vorpommern,2020-06-26T00:00:00+02:00,797,20
Niedersachsen,2020-06-26T00:00:00+02:00,13422,625
Nordrhein-Westfalen,2020-06-26T00:00:00+02:00,42150,1673
Rheinland-Pfalz,2020-06-26T00:00:00+02:00,6951,235
Saarland,2020-06-26T00:00:00+02:00,2802,171
Sachsen,2020-06-26T00:00:00+02:00,5439,222
Sachsen-Anhalt,2020-06-26T00:00:00+02:00,1862,58
Schleswig-Holstein,2020-06-26T00:00:00+02:00,3144,152
Thüringen,2020-06-26T00:00:00+02:00,3240,178
