Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-19T00:00:00+02:00,3311070,15512
Bayern,09,2022-04-19T00:00:00+02:00,4443131,23148
Berlin,11,2022-04-19T00:00:00+02:00,964440,4427
Brandenburg,12,2022-04-19T00:00:00+02:00,731755,5491
Bremen,04,2022-04-19T00:00:00+02:00,173943,735
Hamburg,02,2022-04-19T00:00:00+02:00,507772,2479
Hessen,06,2022-04-19T00:00:00+02:00,1615170,9769
Mecklenburg-Vorpommern,13,2022-04-19T00:00:00+02:00,447742,2107
Niedersachsen,03,2022-04-19T00:00:00+02:00,1961605,8461
Nordrhein-Westfalen,05,2022-04-19T00:00:00+02:00,4686358,24285
Rheinland-Pfalz,07,2022-04-19T00:00:00+02:00,1005497,5420
Saarland,10,2022-04-19T00:00:00+02:00,283625,1587
Sachsen,14,2022-04-19T00:00:00+02:00,1413227,15055
Sachsen-Anhalt,15,2022-04-19T00:00:00+02:00,660143,5151
Schleswig-Holstein,01,2022-04-19T00:00:00+02:00,589191,2373
Thüringen,16,2022-04-19T00:00:00+02:00,664959,6960
