Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-14T00:00:00+01:00,1103455,13386
Bayern,09,2022-01-14T00:00:00+01:00,1426155,20133
Berlin,11,2022-01-14T00:00:00+01:00,388606,4063
Brandenburg,12,2022-01-14T00:00:00+01:00,268143,4860
Bremen,04,2022-01-14T00:00:00+01:00,63208,618
Hamburg,02,2022-01-14T00:00:00+01:00,165309,2038
Hessen,06,2022-01-14T00:00:00+01:00,534213,8663
Mecklenburg-Vorpommern,13,2022-01-14T00:00:00+01:00,113540,1557
Niedersachsen,03,2022-01-14T00:00:00+01:00,495537,6979
Nordrhein-Westfalen,05,2022-01-14T00:00:00+01:00,1521697,20722
Rheinland-Pfalz,07,2022-01-14T00:00:00+01:00,304989,4732
Saarland,10,2022-01-14T00:00:00+01:00,81213,1291
Sachsen,14,2022-01-14T00:00:00+01:00,675972,13691
Sachsen-Anhalt,15,2022-01-14T00:00:00+01:00,237092,4460
Schleswig-Holstein,01,2022-01-14T00:00:00+01:00,153921,1909
Thüringen,16,2022-01-14T00:00:00+01:00,302401,6235
