Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-23T00:00:00+02:00,3408864,15644
Bayern,09,2022-04-23T00:00:00+02:00,4526845,23341
Berlin,11,2022-04-23T00:00:00+02:00,979691,4458
Brandenburg,12,2022-04-23T00:00:00+02:00,747531,5531
Bremen,04,2022-04-23T00:00:00+02:00,180508,743
Hamburg,02,2022-04-23T00:00:00+02:00,521933,2497
Hessen,06,2022-04-23T00:00:00+02:00,1669943,9847
Mecklenburg-Vorpommern,13,2022-04-23T00:00:00+02:00,458629,2139
Niedersachsen,03,2022-04-23T00:00:00+02:00,2070776,8565
Nordrhein-Westfalen,05,2022-04-23T00:00:00+02:00,4817979,24485
Rheinland-Pfalz,07,2022-04-23T00:00:00+02:00,1042335,5462
Saarland,10,2022-04-23T00:00:00+02:00,292385,1615
Sachsen,14,2022-04-23T00:00:00+02:00,1442527,15159
Sachsen-Anhalt,15,2022-04-23T00:00:00+02:00,677484,5204
Schleswig-Holstein,01,2022-04-23T00:00:00+02:00,623681,2413
Thüringen,16,2022-04-23T00:00:00+02:00,680222,7052
