Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-10-24T00:00:00+02:00,612865,10886
Bayern,09,2021-10-24T00:00:00+02:00,786004,15956
Berlin,11,2021-10-24T00:00:00+02:00,218054,3677
Brandenburg,12,2021-10-24T00:00:00+02:00,121614,3897
Bremen,04,2021-10-24T00:00:00+02:00,34829,527
Hamburg,02,2021-10-24T00:00:00+02:00,96276,1787
Hessen,06,2021-10-24T00:00:00+02:00,347573,7824
Mecklenburg-Vorpommern,13,2021-10-24T00:00:00+02:00,51900,1224
Niedersachsen,03,2021-10-24T00:00:00+02:00,314290,6060
Nordrhein-Westfalen,05,2021-10-24T00:00:00+02:00,994244,18112
Rheinland-Pfalz,07,2021-10-24T00:00:00+02:00,189086,4061
Saarland,10,2021-10-24T00:00:00+02:00,49205,1063
Sachsen,14,2021-10-24T00:00:00+02:00,315212,10283
Sachsen-Anhalt,15,2021-10-24T00:00:00+02:00,109234,3570
Schleswig-Holstein,01,2021-10-24T00:00:00+02:00,79867,1712
Thüringen,16,2021-10-24T00:00:00+02:00,145904,4461
