Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-02-24T00:00:00+01:00,2002217,14157
Bayern,09,2022-02-24T00:00:00+01:00,2648687,21227
Berlin,11,2022-02-24T00:00:00+01:00,717713,4227
Brandenburg,12,2022-02-24T00:00:00+01:00,494729,5166
Bremen,04,2022-02-24T00:00:00+01:00,112215,678
Hamburg,02,2022-02-24T00:00:00+01:00,341222,2280
Hessen,06,2022-02-24T00:00:00+01:00,1031263,9129
Mecklenburg-Vorpommern,13,2022-02-24T00:00:00+01:00,225825,1741
Niedersachsen,03,2022-02-24T00:00:00+01:00,989022,7407
Nordrhein-Westfalen,05,2022-02-24T00:00:00+01:00,2936680,22085
Rheinland-Pfalz,07,2022-02-24T00:00:00+01:00,547859,4963
Saarland,10,2022-02-24T00:00:00+01:00,151422,1394
Sachsen,14,2022-02-24T00:00:00+01:00,903020,14280
Sachsen-Anhalt,15,2022-02-24T00:00:00+01:00,385380,4726
Schleswig-Holstein,01,2022-02-24T00:00:00+01:00,306520,2093
Thüringen,16,2022-02-24T00:00:00+01:00,394495,6592
