Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-12-20T00:00:00+01:00,4942449,18428
Bayern,09,2022-12-20T00:00:00+01:00,6583321,27375
Berlin,11,2022-12-20T00:00:00+01:00,1388019,5201
Brandenburg,12,2022-12-20T00:00:00+01:00,1082995,6255
Bremen,04,2022-12-20T00:00:00+01:00,293419,909
Hamburg,02,2022-12-20T00:00:00+01:00,789093,3337
Hessen,06,2022-12-20T00:00:00+01:00,2825832,11827
Mecklenburg-Vorpommern,13,2022-12-20T00:00:00+01:00,690562,2632
Niedersachsen,03,2022-12-20T00:00:00+01:00,3695060,12118
Nordrhein-Westfalen,05,2022-12-20T00:00:00+01:00,7687420,29534
Rheinland-Pfalz,07,2022-12-20T00:00:00+01:00,1707466,6612
Saarland,10,2022-12-20T00:00:00+01:00,475527,1997
Sachsen,14,2022-12-20T00:00:00+01:00,1922351,16480
Sachsen-Anhalt,15,2022-12-20T00:00:00+01:00,939705,6092
Schleswig-Holstein,01,2022-12-20T00:00:00+01:00,1143061,3241
Thüringen,16,2022-12-20T00:00:00+01:00,869618,8007
