Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-23T00:00:00+02:00,29443,1113
Bayern,2020-04-23T00:00:00+02:00,39395,1476
Berlin,2020-04-23T00:00:00+02:00,5324,105
Brandenburg,2020-04-23T00:00:00+02:00,2447,84
Bremen,2020-04-23T00:00:00+02:00,672,27
Hamburg,2020-04-23T00:00:00+02:00,4286,113
Hessen,2020-04-23T00:00:00+02:00,7593,286
Mecklenburg-Vorpommern,2020-04-23T00:00:00+02:00,659,15
Niedersachsen,2020-04-23T00:00:00+02:00,9391,340
Nordrhein-Westfalen,2020-04-23T00:00:00+02:00,30584,999
Rheinland-Pfalz,2020-04-23T00:00:00+02:00,5643,131
Saarland,2020-04-23T00:00:00+02:00,2395,99
Sachsen,2020-04-23T00:00:00+02:00,4327,127
Sachsen-Anhalt,2020-04-23T00:00:00+02:00,1425,34
Schleswig-Holstein,2020-04-23T00:00:00+02:00,2530,84
Thüringen,2020-04-23T00:00:00+02:00,1932,61
