Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-03T00:00:00+02:00,34813,1760
Bayern,2020-06-03T00:00:00+02:00,47138,2466
Berlin,2020-06-03T00:00:00+02:00,6874,198
Brandenburg,2020-06-03T00:00:00+02:00,3273,156
Bremen,2020-06-03T00:00:00+02:00,1447,43
Hamburg,2020-06-03T00:00:00+02:00,5098,253
Hessen,2020-06-03T00:00:00+02:00,10080,480
Mecklenburg-Vorpommern,2020-06-03T00:00:00+02:00,761,20
Niedersachsen,2020-06-03T00:00:00+02:00,12114,596
Nordrhein-Westfalen,2020-06-03T00:00:00+02:00,38185,1607
Rheinland-Pfalz,2020-06-03T00:00:00+02:00,6712,230
Saarland,2020-06-03T00:00:00+02:00,2735,163
Sachsen,2020-06-03T00:00:00+02:00,5305,212
Sachsen-Anhalt,2020-06-03T00:00:00+02:00,1707,55
Schleswig-Holstein,2020-06-03T00:00:00+02:00,3106,146
Thüringen,2020-06-03T00:00:00+02:00,3022,166
