Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-23T00:00:00+01:00,2787617,14846
Bayern,09,2022-03-23T00:00:00+01:00,3642250,22213
Berlin,11,2022-03-23T00:00:00+01:00,858503,4332
Brandenburg,12,2022-03-23T00:00:00+01:00,644679,5364
Bremen,04,2022-03-23T00:00:00+01:00,138447,709
Hamburg,02,2022-03-23T00:00:00+01:00,408054,2358
Hessen,06,2022-03-23T00:00:00+01:00,1313157,9517
Mecklenburg-Vorpommern,13,2022-03-23T00:00:00+01:00,353597,1921
Niedersachsen,03,2022-03-23T00:00:00+01:00,1480990,7864
Nordrhein-Westfalen,05,2022-03-23T00:00:00+01:00,3898646,23254
Rheinland-Pfalz,07,2022-03-23T00:00:00+01:00,784233,5181
Saarland,10,2022-03-23T00:00:00+01:00,220179,1491
Sachsen,14,2022-03-23T00:00:00+01:00,1201902,14562
Sachsen-Anhalt,15,2022-03-23T00:00:00+01:00,550437,4925
Schleswig-Holstein,01,2022-03-23T00:00:00+01:00,449482,2239
Thüringen,16,2022-03-23T00:00:00+01:00,545970,6746
