Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-04T00:00:00+02:00,3085646,15141
Bayern,09,2022-04-04T00:00:00+02:00,4125841,22658
Berlin,11,2022-04-04T00:00:00+02:00,918266,4386
Brandenburg,12,2022-04-04T00:00:00+02:00,695181,5432
Bremen,04,2022-04-04T00:00:00+02:00,158889,716
Hamburg,02,2022-04-04T00:00:00+02:00,457073,2396
Hessen,06,2022-04-04T00:00:00+02:00,1477536,9640
Mecklenburg-Vorpommern,13,2022-04-04T00:00:00+02:00,410256,2018
Niedersachsen,03,2022-04-04T00:00:00+02:00,1743355,8122
Nordrhein-Westfalen,05,2022-04-04T00:00:00+02:00,4331395,23768
Rheinland-Pfalz,07,2022-04-04T00:00:00+02:00,909305,5279
Saarland,10,2022-04-04T00:00:00+02:00,256668,1541
Sachsen,14,2022-04-04T00:00:00+02:00,1341930,14765
Sachsen-Anhalt,15,2022-04-04T00:00:00+02:00,618276,5028
Schleswig-Holstein,01,2022-04-04T00:00:00+02:00,521375,2309
Thüringen,16,2022-04-04T00:00:00+02:00,617685,6853
