Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-07T00:00:00+02:00,34912,1791
Bayern,2020-06-07T00:00:00+02:00,47334,2501
Berlin,2020-06-07T00:00:00+02:00,6997,205
Brandenburg,2020-06-07T00:00:00+02:00,3297,158
Bremen,2020-06-07T00:00:00+02:00,1517,44
Hamburg,2020-06-07T00:00:00+02:00,5113,254
Hessen,2020-06-07T00:00:00+02:00,10203,484
Mecklenburg-Vorpommern,2020-06-07T00:00:00+02:00,773,20
Niedersachsen,2020-06-07T00:00:00+02:00,12466,605
Nordrhein-Westfalen,2020-06-07T00:00:00+02:00,38616,1623
Rheinland-Pfalz,2020-06-07T00:00:00+02:00,6775,230
Saarland,2020-06-07T00:00:00+02:00,2747,166
Sachsen,2020-06-07T00:00:00+02:00,5323,214
Sachsen-Anhalt,2020-06-07T00:00:00+02:00,1720,56
Schleswig-Holstein,2020-06-07T00:00:00+02:00,3109,147
Thüringen,2020-06-07T00:00:00+02:00,3077,170
