Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-04-02T00:00:00+02:00,6411,161
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-04-02T00:00:00+02:00,1540,49
Biberach,Baden-Württemberg,08426000,2021-04-02T00:00:00+02:00,5934,143
Bodenseekreis,Baden-Württemberg,08435000,2021-04-02T00:00:00+02:00,5680,138
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-04-02T00:00:00+02:00,7115,164
Böblingen,Baden-Württemberg,08115000,2021-04-02T00:00:00+02:00,12532,252
Calw,Baden-Württemberg,08235000,2021-04-02T00:00:00+02:00,6266,155
Emmendingen,Baden-Württemberg,08316000,2021-04-02T00:00:00+02:00,5083,143
Enzkreis,Baden-Württemberg,08236000,2021-04-02T00:00:00+02:00,6996,221
Esslingen,Baden-Württemberg,08116000,2021-04-02T00:00:00+02:00,19224,466
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-04-02T00:00:00+02:00,6024,137
Freudenstadt,Baden-Württemberg,08237000,2021-04-02T00:00:00+02:00,3855,139
Göppingen,Baden-Württemberg,08117000,2021-04-02T00:00:00+02:00,8613,169
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-04-02T00:00:00+02:00,4320,56
Heidenheim,Baden-Württemberg,08135000,2021-04-02T00:00:00+02:00,3788,139
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-04-02T00:00:00+02:00,6283,123
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-04-02T00:00:00+02:00,11339,185
Hohenlohekreis,Baden-Württemberg,08126000,2021-04-02T00:00:00+02:00,4089,109
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-04-02T00:00:00+02:00,7949,174
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-04-02T00:00:00+02:00,14057,413
Konstanz,Baden-Württemberg,08335000,2021-04-02T00:00:00+02:00,8740,253
Ludwigsburg,Baden-Württemberg,08118000,2021-04-02T00:00:00+02:00,19365,434
Lörrach,Baden-Württemberg,08336000,2021-04-02T00:00:00+02:00,8177,269
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-04-02T00:00:00+02:00,4020,80
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-04-02T00:00:00+02:00,12709,261
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-04-02T00:00:00+02:00,4737,124
