Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-15T00:00:00+01:00,115670,2258
Bayern,09,2020-11-15T00:00:00+01:00,156421,3133
Berlin,11,2020-11-15T00:00:00+01:00,47265,358
Brandenburg,12,2020-11-15T00:00:00+01:00,12636,238
Bremen,04,2020-11-15T00:00:00+01:00,8153,94
Hamburg,02,2020-11-15T00:00:00+01:00,19977,311
Hessen,06,2020-11-15T00:00:00+01:00,64393,864
Mecklenburg-Vorpommern,13,2020-11-15T00:00:00+01:00,4397,38
Niedersachsen,03,2020-11-15T00:00:00+01:00,55325,903
Nordrhein-Westfalen,05,2020-11-15T00:00:00+01:00,200063,2623
Rheinland-Pfalz,07,2020-11-15T00:00:00+01:00,32013,362
Saarland,10,2020-11-15T00:00:00+01:00,10110,214
Sachsen,14,2020-11-15T00:00:00+01:00,33924,511
Sachsen-Anhalt,15,2020-11-15T00:00:00+01:00,8040,105
Schleswig-Holstein,01,2020-11-15T00:00:00+01:00,11361,219
Thüringen,16,2020-11-15T00:00:00+01:00,10755,254
