Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-14T00:00:00+01:00,331829,8415
Bayern,09,2021-03-14T00:00:00+01:00,457912,12818
Berlin,11,2021-03-14T00:00:00+01:00,134535,2933
Brandenburg,12,2021-03-14T00:00:00+01:00,80086,3147
Bremen,04,2021-03-14T00:00:00+01:00,18936,378
Hamburg,02,2021-03-14T00:00:00+01:00,54804,1332
Hessen,06,2021-03-14T00:00:00+01:00,198336,6035
Mecklenburg-Vorpommern,13,2021-03-14T00:00:00+01:00,26694,806
Niedersachsen,03,2021-03-14T00:00:00+01:00,175506,4592
Nordrhein-Westfalen,05,2021-03-14T00:00:00+01:00,558597,13656
Rheinland-Pfalz,07,2021-03-14T00:00:00+01:00,106356,3212
Saarland,10,2021-03-14T00:00:00+01:00,30081,911
Sachsen,14,2021-03-14T00:00:00+01:00,202690,8117
Sachsen-Anhalt,15,2021-03-14T00:00:00+01:00,64896,2579
Schleswig-Holstein,01,2021-03-14T00:00:00+01:00,45220,1375
Thüringen,16,2021-03-14T00:00:00+01:00,82767,3065
