Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-04-27T00:00:00+02:00,5077012,19650
Bayern,09,2023-04-27T00:00:00+02:00,6762265,29395
Berlin,11,2023-04-27T00:00:00+02:00,1439537,5742
Brandenburg,12,2023-04-27T00:00:00+02:00,1119502,6631
Bremen,04,2023-04-27T00:00:00+02:00,304759,1009
Hamburg,02,2023-04-27T00:00:00+02:00,810355,3719
Hessen,06,2023-04-27T00:00:00+02:00,2938879,12752
Mecklenburg-Vorpommern,13,2023-04-27T00:00:00+02:00,716343,2827
Niedersachsen,03,2023-04-27T00:00:00+02:00,3877125,14195
Nordrhein-Westfalen,05,2023-04-27T00:00:00+02:00,8082865,32257
Rheinland-Pfalz,07,2023-04-27T00:00:00+02:00,1776835,7168
Saarland,10,2023-04-27T00:00:00+02:00,495302,2195
Sachsen,14,2023-04-27T00:00:00+02:00,1965259,16972
Sachsen-Anhalt,15,2023-04-27T00:00:00+02:00,966186,6395
Schleswig-Holstein,01,2023-04-27T00:00:00+02:00,1180638,3576
Thüringen,16,2023-04-27T00:00:00+02:00,887904,8399
