Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-10-25T00:00:00+02:00,68482,1970
Bayern,09,2020-10-25T00:00:00+02:00,89986,2742
Berlin,11,2020-10-25T00:00:00+02:00,25790,249
Brandenburg,12,2020-10-25T00:00:00+02:00,6463,184
Bremen,04,2020-10-25T00:00:00+02:00,4342,64
Hamburg,02,2020-10-25T00:00:00+02:00,11346,283
Hessen,06,2020-10-25T00:00:00+02:00,32227,609
Mecklenburg-Vorpommern,13,2020-10-25T00:00:00+02:00,2133,21
Niedersachsen,03,2020-10-25T00:00:00+02:00,29640,729
Nordrhein-Westfalen,05,2020-10-25T00:00:00+02:00,107759,2017
Rheinland-Pfalz,07,2020-10-25T00:00:00+02:00,16118,268
Saarland,10,2020-10-25T00:00:00+02:00,5289,178
Sachsen,14,2020-10-25T00:00:00+02:00,13237,278
Sachsen-Anhalt,15,2020-10-25T00:00:00+02:00,3905,74
Schleswig-Holstein,01,2020-10-25T00:00:00+02:00,6662,164
Thüringen,16,2020-10-25T00:00:00+02:00,5802,202
