Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-01-19T00:00:00+01:00,4616,105
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-01-19T00:00:00+01:00,1137,43
Biberach,Baden-Württemberg,08426000,2021-01-19T00:00:00+01:00,4066,89
Bodenseekreis,Baden-Württemberg,08435000,2021-01-19T00:00:00+01:00,4016,78
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-01-19T00:00:00+01:00,5373,133
Böblingen,Baden-Württemberg,08115000,2021-01-19T00:00:00+01:00,9905,158
Calw,Baden-Württemberg,08235000,2021-01-19T00:00:00+01:00,4978,124
Emmendingen,Baden-Württemberg,08316000,2021-01-19T00:00:00+01:00,3849,120
Enzkreis,Baden-Württemberg,08236000,2021-01-19T00:00:00+01:00,5725,160
Esslingen,Baden-Württemberg,08116000,2021-01-19T00:00:00+01:00,14487,347
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-01-19T00:00:00+01:00,4767,119
Freudenstadt,Baden-Württemberg,08237000,2021-01-19T00:00:00+01:00,3021,93
Göppingen,Baden-Württemberg,08117000,2021-01-19T00:00:00+01:00,6560,144
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-01-19T00:00:00+01:00,3464,44
Heidenheim,Baden-Württemberg,08135000,2021-01-19T00:00:00+01:00,2978,117
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-01-19T00:00:00+01:00,4905,86
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-01-19T00:00:00+01:00,8547,135
Hohenlohekreis,Baden-Württemberg,08126000,2021-01-19T00:00:00+01:00,2612,87
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-01-19T00:00:00+01:00,5570,124
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-01-19T00:00:00+01:00,9947,312
Konstanz,Baden-Württemberg,08335000,2021-01-19T00:00:00+01:00,5807,182
Ludwigsburg,Baden-Württemberg,08118000,2021-01-19T00:00:00+01:00,15284,298
Lörrach,Baden-Württemberg,08336000,2021-01-19T00:00:00+01:00,6478,188
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-01-19T00:00:00+01:00,2691,40
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-01-19T00:00:00+01:00,9416,186
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-01-19T00:00:00+01:00,3664,104
Ortenaukreis,Baden-Württemberg,08317000,2021-01-19T00:00:00+01:00,10598,325
Ostalbkreis,Baden-Württemberg,08136000,2021-01-19T00:00:00+01:00,8276,165
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-01-19T00:00:00+01:00,4624,84
Rastatt,Baden-Württemberg,08216000,2021-01-19T00:00:00+01:00,4898,100
Ravensburg,Baden-Württemberg,08436000,2021-01-19T00:00:00+01:00,5522,62
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-01-19T00:00:00+01:00,11571,256
Reutlingen,Baden-Württemberg,08415000,2021-01-19T00:00:00+01:00,8023,171
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-01-19T00:00:00+01:00,13185,262
Rottweil,Baden-Württemberg,08325000,2021-01-19T00:00:00+01:00,4379,126
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-01-19T00:00:00+01:00,5412,144
Schwäbisch Hall,Baden-Württemberg,08127000,2021-01-19T00:00:00+01:00,4331,115
Sigmaringen,Baden-Württemberg,08437000,2021-01-19T00:00:00+01:00,2548,53
Stuttgart,Baden-Württemberg,08111000,2021-01-19T00:00:00+01:00,16627,215
Tuttlingen,Baden-Württemberg,08327000,2021-01-19T00:00:00+01:00,4026,94
Tübingen,Baden-Württemberg,08416000,2021-01-19T00:00:00+01:00,5629,138
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-01-19T00:00:00+01:00,3076,46
Waldshut,Baden-Württemberg,08337000,2021-01-19T00:00:00+01:00,4108,123
Zollernalbkreis,Baden-Württemberg,08417000,2021-01-19T00:00:00+01:00,4746,124
Aichach-Friedberg,Bayern,09771000,2021-01-19T00:00:00+01:00,3173,68
Altötting,Bayern,09171000,2021-01-19T00:00:00+01:00,3317,131
Amberg,Bayern,09361000,2021-01-19T00:00:00+01:00,731,8
Amberg-Sulzbach,Bayern,09371000,2021-01-19T00:00:00+01:00,2566,103
Ansbach (Stadt),Bayern,09561000,2021-01-19T00:00:00+01:00,995,19
Ansbach (Landkreis),Bayern,09571000,2021-01-19T00:00:00+01:00,4032,92
Aschaffenburg (Stadt),Bayern,09661000,2021-01-19T00:00:00+01:00,1762,55
Aschaffenburg (Landkreis),Bayern,09671000,2021-01-19T00:00:00+01:00,4864,144
Augsburg (Stadt),Bayern,09761000,2021-01-19T00:00:00+01:00,10659,247
Augsburg (Landkreis),Bayern,09772000,2021-01-19T00:00:00+01:00,7084,118
Bad Kissingen,Bayern,09672000,2021-01-19T00:00:00+01:00,1894,70
Bad Tölz-Wolfratshausen,Bayern,09173000,2021-01-19T00:00:00+01:00,2985,37
Bamberg (Stadt),Bayern,09461000,2021-01-19T00:00:00+01:00,1538,61
Bamberg (Landkreis),Bayern,09471000,2021-01-19T00:00:00+01:00,3095,89
Bayreuth (Stadt),Bayern,09462000,2021-01-19T00:00:00+01:00,1748,42
Bayreuth (Landkreis),Bayern,09472000,2021-01-19T00:00:00+01:00,2592,73
Berchtesgadener Land,Bayern,09172000,2021-01-19T00:00:00+01:00,3507,76
Cham,Bayern,09372000,2021-01-19T00:00:00+01:00,3080,85
Coburg (Stadt),Bayern,09463000,2021-01-19T00:00:00+01:00,1364,48
Coburg (Landkreis),Bayern,09473000,2021-01-19T00:00:00+01:00,2907,120
Dachau,Bayern,09174000,2021-01-19T00:00:00+01:00,5204,83
Deggendorf,Bayern,09271000,2021-01-19T00:00:00+01:00,3601,92
Dillingen a.d. Donau,Bayern,09773000,2021-01-19T00:00:00+01:00,2253,91
Dingolfing-Landau,Bayern,09279000,2021-01-19T00:00:00+01:00,2927,67
Donau-Ries,Bayern,09779000,2021-01-19T00:00:00+01:00,3323,103
Ebersberg,Bayern,09175000,2021-01-19T00:00:00+01:00,4232,99
Eichstätt,Bayern,09176000,2021-01-19T00:00:00+01:00,3005,54
Erding,Bayern,09177000,2021-01-19T00:00:00+01:00,4610,62
Erlangen,Bayern,09562000,2021-01-19T00:00:00+01:00,2480,63
Erlangen-Höchstadt,Bayern,09572000,2021-01-19T00:00:00+01:00,3156,90
Forchheim,Bayern,09474000,2021-01-19T00:00:00+01:00,2786,75
