Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-29T00:00:00+02:00,35530,1829
Bayern,2020-06-29T00:00:00+02:00,48344,2592
Berlin,2020-06-29T00:00:00+02:00,8176,213
Brandenburg,2020-06-29T00:00:00+02:00,3419,165
Bremen,2020-06-29T00:00:00+02:00,1661,50
Hamburg,2020-06-29T00:00:00+02:00,5194,259
Hessen,2020-06-29T00:00:00+02:00,10762,506
Mecklenburg-Vorpommern,2020-06-29T00:00:00+02:00,801,20
Niedersachsen,2020-06-29T00:00:00+02:00,13502,628
Nordrhein-Westfalen,2020-06-29T00:00:00+02:00,42869,1678
Rheinland-Pfalz,2020-06-29T00:00:00+02:00,6987,235
Saarland,2020-06-29T00:00:00+02:00,2806,173
Sachsen,2020-06-29T00:00:00+02:00,5444,222
Sachsen-Anhalt,2020-06-29T00:00:00+02:00,1869,58
Schleswig-Holstein,2020-06-29T00:00:00+02:00,3147,152
Thüringen,2020-06-29T00:00:00+02:00,3250,181
