Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-19T00:00:00+01:00,1146965,13464
Bayern,09,2022-01-19T00:00:00+01:00,1483277,20214
Berlin,11,2022-01-19T00:00:00+01:00,415433,4072
Brandenburg,12,2022-01-19T00:00:00+01:00,280429,4929
Bremen,04,2022-01-19T00:00:00+01:00,68708,625
Hamburg,02,2022-01-19T00:00:00+01:00,181437,2051
Hessen,06,2022-01-19T00:00:00+01:00,565294,8699
Mecklenburg-Vorpommern,13,2022-01-19T00:00:00+01:00,119588,1592
Niedersachsen,03,2022-01-19T00:00:00+01:00,521527,7014
Nordrhein-Westfalen,05,2022-01-19T00:00:00+01:00,1600066,20804
Rheinland-Pfalz,07,2022-01-19T00:00:00+01:00,318188,4750
Saarland,10,2022-01-19T00:00:00+01:00,84699,1307
Sachsen,14,2022-01-19T00:00:00+01:00,684361,13838
Sachsen-Anhalt,15,2022-01-19T00:00:00+01:00,241330,4491
Schleswig-Holstein,01,2022-01-19T00:00:00+01:00,170060,1927
Thüringen,16,2022-01-19T00:00:00+01:00,305488,6304
