Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2022-12-15T00:00:00+01:00,88953,296
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2022-12-15T00:00:00+01:00,23116,124
Biberach,Baden-Württemberg,08426000,2022-12-15T00:00:00+01:00,97177,329
Bodenseekreis,Baden-Württemberg,08435000,2022-12-15T00:00:00+01:00,90772,386
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2022-12-15T00:00:00+01:00,113675,386
Böblingen,Baden-Württemberg,08115000,2022-12-15T00:00:00+01:00,179681,525
Calw,Baden-Württemberg,08235000,2022-12-15T00:00:00+01:00,69244,343
Emmendingen,Baden-Württemberg,08316000,2022-12-15T00:00:00+01:00,78333,275
Enzkreis,Baden-Württemberg,08236000,2022-12-15T00:00:00+01:00,93029,356
Esslingen,Baden-Württemberg,08116000,2022-12-15T00:00:00+01:00,237816,977
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2022-12-15T00:00:00+01:00,103017,304
Freudenstadt,Baden-Württemberg,08237000,2022-12-15T00:00:00+01:00,54962,262
Göppingen,Baden-Württemberg,08117000,2022-12-15T00:00:00+01:00,110490,417
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2022-12-15T00:00:00+01:00,60156,166
Heidenheim,Baden-Württemberg,08135000,2022-12-15T00:00:00+01:00,62012,358
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2022-12-15T00:00:00+01:00,58160,288
Heilbronn (Landkreis),Baden-Württemberg,08125000,2022-12-15T00:00:00+01:00,163468,492
Hohenlohekreis,Baden-Württemberg,08126000,2022-12-15T00:00:00+01:00,54054,197
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2022-12-15T00:00:00+01:00,127442,397
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2022-12-15T00:00:00+01:00,204499,754
Konstanz,Baden-Württemberg,08335000,2022-12-15T00:00:00+01:00,122363,451
Ludwigsburg,Baden-Württemberg,08118000,2022-12-15T00:00:00+01:00,227350,757
Lörrach,Baden-Württemberg,08336000,2022-12-15T00:00:00+01:00,92292,464
Main-Tauber-Kreis,Baden-Württemberg,08128000,2022-12-15T00:00:00+01:00,60395,231
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2022-12-15T00:00:00+01:00,132263,536
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2022-12-15T00:00:00+01:00,69536,228
Ortenaukreis,Baden-Württemberg,08317000,2022-12-15T00:00:00+01:00,207347,907
Ostalbkreis,Baden-Württemberg,08136000,2022-12-15T00:00:00+01:00,148197,616
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2022-12-15T00:00:00+01:00,58037,342
Rastatt,Baden-Württemberg,08216000,2022-12-15T00:00:00+01:00,110840,414
Ravensburg,Baden-Württemberg,08436000,2022-12-15T00:00:00+01:00,128540,232
Rems-Murr-Kreis,Baden-Württemberg,08119000,2022-12-15T00:00:00+01:00,193047,696
Reutlingen,Baden-Württemberg,08415000,2022-12-15T00:00:00+01:00,129186,525
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2022-12-15T00:00:00+01:00,237606,831
Rottweil,Baden-Württemberg,08325000,2022-12-15T00:00:00+01:00,66448,300
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2022-12-15T00:00:00+01:00,94783,427
Schwäbisch Hall,Baden-Württemberg,08127000,2022-12-15T00:00:00+01:00,85154,372
Sigmaringen,Baden-Württemberg,08437000,2022-12-15T00:00:00+01:00,65986,190
Stuttgart,Baden-Württemberg,08111000,2022-12-15T00:00:00+01:00,247378,752
Tuttlingen,Baden-Württemberg,08327000,2022-12-15T00:00:00+01:00,64983,280
Tübingen,Baden-Württemberg,08416000,2022-12-15T00:00:00+01:00,101173,276
Ulm (Stadtkreis),Baden-Württemberg,08421000,2022-12-15T00:00:00+01:00,58379,158
Waldshut,Baden-Württemberg,08337000,2022-12-15T00:00:00+01:00,71781,364
Zollernalbkreis,Baden-Württemberg,08417000,2022-12-15T00:00:00+01:00,89368,387
Aichach-Friedberg,Bayern,09771000,2022-12-15T00:00:00+01:00,66867,179
Altötting,Bayern,09171000,2022-12-15T00:00:00+01:00,60351,382
Amberg,Bayern,09361000,2022-12-15T00:00:00+01:00,19206,84
Amberg-Sulzbach,Bayern,09371000,2022-12-15T00:00:00+01:00,48235,245
Ansbach (Stadt),Bayern,09561000,2022-12-15T00:00:00+01:00,21337,70
Ansbach (Landkreis),Bayern,09571000,2022-12-15T00:00:00+01:00,94608,284
Aschaffenburg (Stadt),Bayern,09661000,2022-12-15T00:00:00+01:00,33940,190
Aschaffenburg (Landkreis),Bayern,09671000,2022-12-15T00:00:00+01:00,84022,345
Augsburg (Stadt),Bayern,09761000,2022-12-15T00:00:00+01:00,141408,753
Augsburg (Landkreis),Bayern,09772000,2022-12-15T00:00:00+01:00,123357,457
Bad Kissingen,Bayern,09672000,2022-12-15T00:00:00+01:00,54839,228
Bad Tölz-Wolfratshausen,Bayern,09173000,2022-12-15T00:00:00+01:00,60976,197
Bamberg (Stadt),Bayern,09461000,2022-12-15T00:00:00+01:00,32998,173
Bamberg (Landkreis),Bayern,09471000,2022-12-15T00:00:00+01:00,79136,282
Bayreuth (Stadt),Bayern,09462000,2022-12-15T00:00:00+01:00,37902,195
Bayreuth (Landkreis),Bayern,09472000,2022-12-15T00:00:00+01:00,53566,259
Berchtesgadener Land,Bayern,09172000,2022-12-15T00:00:00+01:00,53591,212
Cham,Bayern,09372000,2022-12-15T00:00:00+01:00,67025,309
Coburg (Stadt),Bayern,09463000,2022-12-15T00:00:00+01:00,19967,122
Coburg (Landkreis),Bayern,09473000,2022-12-15T00:00:00+01:00,42203,221
Dachau,Bayern,09174000,2022-12-15T00:00:00+01:00,83256,259
Deggendorf,Bayern,09271000,2022-12-15T00:00:00+01:00,59834,316
Dillingen a.d. Donau,Bayern,09773000,2022-12-15T00:00:00+01:00,52915,251
Dingolfing-Landau,Bayern,09279000,2022-12-15T00:00:00+01:00,51371,285
Donau-Ries,Bayern,09779000,2022-12-15T00:00:00+01:00,71361,280
Ebersberg,Bayern,09175000,2022-12-15T00:00:00+01:00,73571,310
Eichstätt,Bayern,09176000,2022-12-15T00:00:00+01:00,67930,149
Erding,Bayern,09177000,2022-12-15T00:00:00+01:00,75505,219
Erlangen,Bayern,09562000,2022-12-15T00:00:00+01:00,45710,152
Erlangen-Höchstadt,Bayern,09572000,2022-12-15T00:00:00+01:00,70558,197
Forchheim,Bayern,09474000,2022-12-15T00:00:00+01:00,60619,239
Freising,Bayern,09178000,2022-12-15T00:00:00+01:00,89558,248
Freyung-Grafenau,Bayern,09272000,2022-12-15T00:00:00+01:00,42200,242
Fürstenfeldbruck,Bayern,09179000,2022-12-15T00:00:00+01:00,105870,259
Fürth (Stadt),Bayern,09563000,2022-12-15T00:00:00+01:00,63652,328
Fürth (Landkreis),Bayern,09573000,2022-12-15T00:00:00+01:00,59032,303
Garmisch-Partenkirchen,Bayern,09180000,2022-12-15T00:00:00+01:00,39603,170
Günzburg,Bayern,09774000,2022-12-15T00:00:00+01:00,63329,233
Haßberge,Bayern,09674000,2022-12-15T00:00:00+01:00,45121,172
Hof (Stadt),Bayern,09464000,2022-12-15T00:00:00+01:00,22862,190
Hof (Landkreis),Bayern,09475000,2022-12-15T00:00:00+01:00,47785,305
Ingolstadt,Bayern,09161000,2022-12-15T00:00:00+01:00,67046,269
Kaufbeuren,Bayern,09762000,2022-12-15T00:00:00+01:00,21004,138
Kelheim,Bayern,09273000,2022-12-15T00:00:00+01:00,64517,171
Kempten (Allgäu),Bayern,09763000,2022-12-15T00:00:00+01:00,34190,126
Kitzingen,Bayern,09675000,2022-12-15T00:00:00+01:00,45560,181
Kronach,Bayern,09476000,2022-12-15T00:00:00+01:00,35560,194
Kulmbach,Bayern,09477000,2022-12-15T00:00:00+01:00,38179,187
Landsberg am Lech,Bayern,09181000,2022-12-15T00:00:00+01:00,57088,125
Landshut (Stadt),Bayern,09261000,2022-12-15T00:00:00+01:00,34808,208
Landshut (Landkreis),Bayern,09274000,2022-12-15T00:00:00+01:00,84323,362
Lichtenfels,Bayern,09478000,2022-12-15T00:00:00+01:00,36561,191
Lindau (Bodensee),Bayern,09776000,2022-12-15T00:00:00+01:00,39113,137
Main-Spessart,Bayern,09677000,2022-12-15T00:00:00+01:00,56343,270
Memmingen,Bayern,09764000,2022-12-15T00:00:00+01:00,21065,43
Miesbach,Bayern,09182000,2022-12-15T00:00:00+01:00,51795,224
Miltenberg,Bayern,09676000,2022-12-15T00:00:00+01:00,65796,249
Mühldorf a. Inn,Bayern,09183000,2022-12-15T00:00:00+01:00,66711,346
München (Stadt),Bayern,09162000,2022-12-15T00:00:00+01:00,701721,2386
München (Landkreis),Bayern,09184000,2022-12-15T00:00:00+01:00,161443,425
Neu-Ulm,Bayern,09775000,2022-12-15T00:00:00+01:00,79944,299
Neuburg-Schrobenhausen,Bayern,09185000,2022-12-15T00:00:00+01:00,50277,164
Neumarkt i.d. OPf.,Bayern,09373000,2022-12-15T00:00:00+01:00,66714,278
Neustadt a.d. Aisch-Bad Windsheim,Bayern,09575000,2022-12-15T00:00:00+01:00,49775,176
Neustadt a.d. Waldnaab,Bayern,09374000,2022-12-15T00:00:00+01:00,52013,273
