Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-11-12T00:00:00+01:00,689512,11203
Bayern,09,2021-11-12T00:00:00+01:00,911465,16497
Berlin,11,2021-11-12T00:00:00+01:00,240189,3756
Brandenburg,12,2021-11-12T00:00:00+01:00,137171,3968
Bremen,04,2021-11-12T00:00:00+01:00,36469,535
Hamburg,02,2021-11-12T00:00:00+01:00,103336,1844
Hessen,06,2021-11-12T00:00:00+01:00,373022,7962
Mecklenburg-Vorpommern,13,2021-11-12T00:00:00+01:00,57564,1273
Niedersachsen,03,2021-11-12T00:00:00+01:00,336331,6153
Nordrhein-Westfalen,05,2021-11-12T00:00:00+01:00,1057847,18445
Rheinland-Pfalz,07,2021-11-12T00:00:00+01:00,203954,4158
Saarland,10,2021-11-12T00:00:00+01:00,52085,1081
Sachsen,14,2021-11-12T00:00:00+01:00,366357,10484
Sachsen-Anhalt,15,2021-11-12T00:00:00+01:00,121540,3629
Schleswig-Holstein,01,2021-11-12T00:00:00+01:00,86264,1750
Thüringen,16,2021-11-12T00:00:00+01:00,169784,4651
