Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-14T00:00:00+02:00,25040,711
Bayern,2020-04-14T00:00:00+02:00,33569,872
Berlin,2020-04-14T00:00:00+02:00,4668,56
Brandenburg,2020-04-14T00:00:00+02:00,1916,40
Bremen,2020-04-14T00:00:00+02:00,492,20
Hamburg,2020-04-14T00:00:00+02:00,3808,59
Hessen,2020-04-14T00:00:00+02:00,6183,147
Mecklenburg-Vorpommern,2020-04-14T00:00:00+02:00,619,11
Niedersachsen,2020-04-14T00:00:00+02:00,7885,211
Nordrhein-Westfalen,2020-04-14T00:00:00+02:00,25300,545
Rheinland-Pfalz,2020-04-14T00:00:00+02:00,4880,70
Saarland,2020-04-14T00:00:00+02:00,2112,52
Sachsen,2020-04-14T00:00:00+02:00,3751,70
Sachsen-Anhalt,2020-04-14T00:00:00+02:00,1207,25
Schleswig-Holstein,2020-04-14T00:00:00+02:00,2164,49
Thüringen,2020-04-14T00:00:00+02:00,1504,31
