Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-26T00:00:00+01:00,285615,6728
Bayern,09,2021-01-26T00:00:00+01:00,391863,9773
Berlin,11,2021-01-26T00:00:00+01:00,117114,2067
Brandenburg,12,2021-01-26T00:00:00+01:00,64265,2028
Bremen,04,2021-01-26T00:00:00+01:00,15467,255
Hamburg,02,2021-01-26T00:00:00+01:00,44919,990
Hessen,06,2021-01-26T00:00:00+01:00,166452,4494
Mecklenburg-Vorpommern,13,2021-01-26T00:00:00+01:00,18569,384
Niedersachsen,03,2021-01-26T00:00:00+01:00,136795,3031
Nordrhein-Westfalen,05,2021-01-26T00:00:00+01:00,472482,10161
Rheinland-Pfalz,07,2021-01-26T00:00:00+01:00,89830,2330
Saarland,10,2021-01-26T00:00:00+01:00,24396,696
Sachsen,14,2021-01-26T00:00:00+01:00,175171,5799
Sachsen-Anhalt,15,2021-01-26T00:00:00+01:00,48795,1493
Schleswig-Holstein,01,2021-01-26T00:00:00+01:00,33972,769
Thüringen,16,2021-01-26T00:00:00+01:00,62372,1992
