Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-20T00:00:00+02:00,3756405,16225
Bayern,09,2022-06-20T00:00:00+02:00,5019301,24232
Berlin,11,2022-06-20T00:00:00+02:00,1075132,4636
Brandenburg,12,2022-06-20T00:00:00+02:00,806027,5703
Bremen,04,2022-06-20T00:00:00+02:00,208715,782
Hamburg,02,2022-06-20T00:00:00+02:00,608227,2695
Hessen,06,2022-06-20T00:00:00+02:00,1948045,10259
Mecklenburg-Vorpommern,13,2022-06-20T00:00:00+02:00,499015,2247
Niedersachsen,03,2022-06-20T00:00:00+02:00,2496938,9492
Nordrhein-Westfalen,05,2022-06-20T00:00:00+02:00,5502630,25588
Rheinland-Pfalz,07,2022-06-20T00:00:00+02:00,1199467,5722
Saarland,10,2022-06-20T00:00:00+02:00,325175,1702
Sachsen,14,2022-06-20T00:00:00+02:00,1532948,15574
Sachsen-Anhalt,15,2022-06-20T00:00:00+02:00,729527,5390
Schleswig-Holstein,01,2022-06-20T00:00:00+02:00,786715,2586
Thüringen,16,2022-06-20T00:00:00+02:00,717629,7343
