Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-08T00:00:00+02:00,3698650,16163
Bayern,09,2022-06-08T00:00:00+02:00,4935043,24132
Berlin,11,2022-06-08T00:00:00+02:00,1057465,4621
Brandenburg,12,2022-06-08T00:00:00+02:00,794331,5682
Bremen,04,2022-06-08T00:00:00+02:00,202831,780
Hamburg,02,2022-06-08T00:00:00+02:00,591527,2674
Hessen,06,2022-06-08T00:00:00+02:00,1885908,10205
Mecklenburg-Vorpommern,13,2022-06-08T00:00:00+02:00,490411,2236
Niedersachsen,03,2022-06-08T00:00:00+02:00,2400501,9398
Nordrhein-Westfalen,05,2022-06-08T00:00:00+02:00,5344803,25482
Rheinland-Pfalz,07,2022-06-08T00:00:00+02:00,1164586,5694
Saarland,10,2022-06-08T00:00:00+02:00,318211,1699
Sachsen,14,2022-06-08T00:00:00+02:00,1515199,15552
Sachsen-Anhalt,15,2022-06-08T00:00:00+02:00,719987,5365
Schleswig-Holstein,01,2022-06-08T00:00:00+02:00,751541,2550
Thüringen,16,2022-06-08T00:00:00+02:00,712022,7300
