Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-23T00:00:00+01:00,282920,6585
Bayern,09,2021-01-23T00:00:00+01:00,387863,9583
Berlin,11,2021-01-23T00:00:00+01:00,116119,2021
Brandenburg,12,2021-01-23T00:00:00+01:00,62813,1896
Bremen,04,2021-01-23T00:00:00+01:00,15326,250
Hamburg,02,2021-01-23T00:00:00+01:00,44249,976
Hessen,06,2021-01-23T00:00:00+01:00,164944,4362
Mecklenburg-Vorpommern,13,2021-01-23T00:00:00+01:00,18108,355
Niedersachsen,03,2021-01-23T00:00:00+01:00,134927,2945
Nordrhein-Westfalen,05,2021-01-23T00:00:00+01:00,467471,9895
Rheinland-Pfalz,07,2021-01-23T00:00:00+01:00,88612,2263
Saarland,10,2021-01-23T00:00:00+01:00,24068,681
Sachsen,14,2021-01-23T00:00:00+01:00,173272,5670
Sachsen-Anhalt,15,2021-01-23T00:00:00+01:00,47452,1397
Schleswig-Holstein,01,2021-01-23T00:00:00+01:00,33245,741
Thüringen,16,2021-01-23T00:00:00+01:00,61290,1901
