Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-04-03T00:00:00+02:00,370273,8737
Bayern,09,2021-04-03T00:00:00+02:00,506786,13302
Berlin,11,2021-04-03T00:00:00+02:00,147947,3080
Brandenburg,12,2021-04-03T00:00:00+02:00,89709,3313
Bremen,04,2021-04-03T00:00:00+02:00,21268,406
Hamburg,02,2021-04-03T00:00:00+02:00,62281,1397
Hessen,06,2021-04-03T00:00:00+02:00,223165,6365
Mecklenburg-Vorpommern,13,2021-04-03T00:00:00+02:00,31263,872
Niedersachsen,03,2021-04-03T00:00:00+02:00,201023,4898
Nordrhein-Westfalen,05,2021-04-03T00:00:00+02:00,621574,14296
Rheinland-Pfalz,07,2021-04-03T00:00:00+02:00,118270,3337
Saarland,10,2021-04-03T00:00:00+02:00,32222,927
Sachsen,14,2021-04-03T00:00:00+02:00,225140,8425
Sachsen-Anhalt,15,2021-04-03T00:00:00+02:00,74565,2727
Schleswig-Holstein,01,2021-04-03T00:00:00+02:00,50694,1439
Thüringen,16,2021-04-03T00:00:00+02:00,97010,3374
