Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2022-05-11T00:00:00+02:00,67614,228
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2022-05-11T00:00:00+02:00,16108,104
Biberach,Baden-Württemberg,08426000,2022-05-11T00:00:00+02:00,73378,282
Bodenseekreis,Baden-Württemberg,08435000,2022-05-11T00:00:00+02:00,70045,327
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2022-05-11T00:00:00+02:00,80098,323
Böblingen,Baden-Württemberg,08115000,2022-05-11T00:00:00+02:00,125356,463
Calw,Baden-Württemberg,08235000,2022-05-11T00:00:00+02:00,51711,283
Emmendingen,Baden-Württemberg,08316000,2022-05-11T00:00:00+02:00,53919,237
Enzkreis,Baden-Württemberg,08236000,2022-05-11T00:00:00+02:00,64438,338
Esslingen,Baden-Württemberg,08116000,2022-05-11T00:00:00+02:00,169767,806
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2022-05-11T00:00:00+02:00,73572,260
Freudenstadt,Baden-Württemberg,08237000,2022-05-11T00:00:00+02:00,40383,239
Göppingen,Baden-Württemberg,08117000,2022-05-11T00:00:00+02:00,82518,390
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2022-05-11T00:00:00+02:00,41395,113
Heidenheim,Baden-Württemberg,08135000,2022-05-11T00:00:00+02:00,45616,299
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2022-05-11T00:00:00+02:00,45346,268
Heilbronn (Landkreis),Baden-Württemberg,08125000,2022-05-11T00:00:00+02:00,118618,335
Hohenlohekreis,Baden-Württemberg,08126000,2022-05-11T00:00:00+02:00,38199,178
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2022-05-11T00:00:00+02:00,88495,354
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2022-05-11T00:00:00+02:00,141766,696
Konstanz,Baden-Württemberg,08335000,2022-05-11T00:00:00+02:00,90190,430
Ludwigsburg,Baden-Württemberg,08118000,2022-05-11T00:00:00+02:00,163673,711
Lörrach,Baden-Württemberg,08336000,2022-05-11T00:00:00+02:00,68052,415
Main-Tauber-Kreis,Baden-Württemberg,08128000,2022-05-11T00:00:00+02:00,42138,195
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2022-05-11T00:00:00+02:00,97983,480
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2022-05-11T00:00:00+02:00,48549,212
Ortenaukreis,Baden-Württemberg,08317000,2022-05-11T00:00:00+02:00,153441,778
Ostalbkreis,Baden-Württemberg,08136000,2022-05-11T00:00:00+02:00,107626,573
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2022-05-11T00:00:00+02:00,43806,324
Rastatt,Baden-Württemberg,08216000,2022-05-11T00:00:00+02:00,76204,366
Ravensburg,Baden-Württemberg,08436000,2022-05-11T00:00:00+02:00,99107,221
Rems-Murr-Kreis,Baden-Württemberg,08119000,2022-05-11T00:00:00+02:00,136669,594
Reutlingen,Baden-Württemberg,08415000,2022-05-11T00:00:00+02:00,94788,443
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2022-05-11T00:00:00+02:00,164920,665
Rottweil,Baden-Württemberg,08325000,2022-05-11T00:00:00+02:00,51566,276
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2022-05-11T00:00:00+02:00,74368,361
Schwäbisch Hall,Baden-Württemberg,08127000,2022-05-11T00:00:00+02:00,65206,332
Sigmaringen,Baden-Württemberg,08437000,2022-05-11T00:00:00+02:00,49335,172
Stuttgart,Baden-Württemberg,08111000,2022-05-11T00:00:00+02:00,177202,673
Tuttlingen,Baden-Württemberg,08327000,2022-05-11T00:00:00+02:00,50501,253
Tübingen,Baden-Württemberg,08416000,2022-05-11T00:00:00+02:00,70993,248
Ulm (Stadtkreis),Baden-Württemberg,08421000,2022-05-11T00:00:00+02:00,42281,114
Waldshut,Baden-Württemberg,08337000,2022-05-11T00:00:00+02:00,52397,318
Zollernalbkreis,Baden-Württemberg,08417000,2022-05-11T00:00:00+02:00,64355,244
Aichach-Friedberg,Bayern,09771000,2022-05-11T00:00:00+02:00,48729,161
Altötting,Bayern,09171000,2022-05-11T00:00:00+02:00,44461,329
Amberg,Bayern,09361000,2022-05-11T00:00:00+02:00,13406,57
Amberg-Sulzbach,Bayern,09371000,2022-05-11T00:00:00+02:00,33650,223
Ansbach (Stadt),Bayern,09561000,2022-05-11T00:00:00+02:00,14996,62
Ansbach (Landkreis),Bayern,09571000,2022-05-11T00:00:00+02:00,67526,261
Aschaffenburg (Stadt),Bayern,09661000,2022-05-11T00:00:00+02:00,23595,165
Aschaffenburg (Landkreis),Bayern,09671000,2022-05-11T00:00:00+02:00,56632,287
Augsburg (Stadt),Bayern,09761000,2022-05-11T00:00:00+02:00,106863,647
Augsburg (Landkreis),Bayern,09772000,2022-05-11T00:00:00+02:00,90290,412
Bad Kissingen,Bayern,09672000,2022-05-11T00:00:00+02:00,37204,195
Bad Tölz-Wolfratshausen,Bayern,09173000,2022-05-11T00:00:00+02:00,46430,178
Bamberg (Stadt),Bayern,09461000,2022-05-11T00:00:00+02:00,23911,154
Bamberg (Landkreis),Bayern,09471000,2022-05-11T00:00:00+02:00,57398,259
Bayreuth (Stadt),Bayern,09462000,2022-05-11T00:00:00+02:00,25310,166
Bayreuth (Landkreis),Bayern,09472000,2022-05-11T00:00:00+02:00,36324,222
Berchtesgadener Land,Bayern,09172000,2022-05-11T00:00:00+02:00,42326,186
Cham,Bayern,09372000,2022-05-11T00:00:00+02:00,49496,271
Coburg (Stadt),Bayern,09463000,2022-05-11T00:00:00+02:00,14512,121
Coburg (Landkreis),Bayern,09473000,2022-05-11T00:00:00+02:00,31241,206
Dachau,Bayern,09174000,2022-05-11T00:00:00+02:00,58777,240
Deggendorf,Bayern,09271000,2022-05-11T00:00:00+02:00,46288,284
Dillingen a.d. Donau,Bayern,09773000,2022-05-11T00:00:00+02:00,37650,211
Dingolfing-Landau,Bayern,09279000,2022-05-11T00:00:00+02:00,39052,228
Donau-Ries,Bayern,09779000,2022-05-11T00:00:00+02:00,51495,246
Ebersberg,Bayern,09175000,2022-05-11T00:00:00+02:00,52689,275
