Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-21T00:00:00+02:00,28712,1031
Bayern,2020-04-21T00:00:00+02:00,38310,1336
Berlin,2020-04-21T00:00:00+02:00,5237,97
Brandenburg,2020-04-21T00:00:00+02:00,2275,67
Bremen,2020-04-21T00:00:00+02:00,609,25
Hamburg,2020-04-21T00:00:00+02:00,4204,91
Hessen,2020-04-21T00:00:00+02:00,7231,251
Mecklenburg-Vorpommern,2020-04-21T00:00:00+02:00,655,15
Niedersachsen,2020-04-21T00:00:00+02:00,9098,306
Nordrhein-Westfalen,2020-04-21T00:00:00+02:00,29389,896
Rheinland-Pfalz,2020-04-21T00:00:00+02:00,5561,116
Saarland,2020-04-21T00:00:00+02:00,2328,93
Sachsen,2020-04-21T00:00:00+02:00,4253,117
Sachsen-Anhalt,2020-04-21T00:00:00+02:00,1383,32
Schleswig-Holstein,2020-04-21T00:00:00+02:00,2414,70
Thüringen,2020-04-21T00:00:00+02:00,1798,55
