Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-08-30T00:00:00+02:00,4381851,16915
Bayern,09,2022-08-30T00:00:00+02:00,5832778,25401
Berlin,11,2022-08-30T00:00:00+02:00,1227303,4756
Brandenburg,12,2022-08-30T00:00:00+02:00,917999,5857
Bremen,04,2022-08-30T00:00:00+02:00,249853,825
Hamburg,02,2022-08-30T00:00:00+02:00,711113,2960
Hessen,06,2022-08-30T00:00:00+02:00,2405870,10898
Mecklenburg-Vorpommern,13,2022-08-30T00:00:00+02:00,581219,2410
Niedersachsen,03,2022-08-30T00:00:00+02:00,3088118,10444
Nordrhein-Westfalen,05,2022-08-30T00:00:00+02:00,6572402,26978
Rheinland-Pfalz,07,2022-08-30T00:00:00+02:00,1442805,6056
Saarland,10,2022-08-30T00:00:00+02:00,396819,1819
Sachsen,14,2022-08-30T00:00:00+02:00,1708576,15891
Sachsen-Anhalt,15,2022-08-30T00:00:00+02:00,818993,5640
Schleswig-Holstein,01,2022-08-30T00:00:00+02:00,979380,2812
Thüringen,16,2022-08-30T00:00:00+02:00,780775,7561
