Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-19T00:00:00+02:00,27883,968
Bayern,2020-04-19T00:00:00+02:00,37407,1256
Berlin,2020-04-19T00:00:00+02:00,5159,92
Brandenburg,2020-04-19T00:00:00+02:00,2221,66
Bremen,2020-04-19T00:00:00+02:00,585,25
Hamburg,2020-04-19T00:00:00+02:00,4167,91
Hessen,2020-04-19T00:00:00+02:00,7108,230
Mecklenburg-Vorpommern,2020-04-19T00:00:00+02:00,651,15
Niedersachsen,2020-04-19T00:00:00+02:00,8797,288
Nordrhein-Westfalen,2020-04-19T00:00:00+02:00,28471,814
Rheinland-Pfalz,2020-04-19T00:00:00+02:00,5432,106
Saarland,2020-04-19T00:00:00+02:00,2303,91
Sachsen,2020-04-19T00:00:00+02:00,4190,107
Sachsen-Anhalt,2020-04-19T00:00:00+02:00,1350,30
Schleswig-Holstein,2020-04-19T00:00:00+02:00,2417,62
Thüringen,2020-04-19T00:00:00+02:00,1756,53
