Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-05-17T00:00:00+02:00,5078716,19735
Bayern,09,2023-05-17T00:00:00+02:00,6764727,29670
Berlin,11,2023-05-17T00:00:00+02:00,1440576,5812
Brandenburg,12,2023-05-17T00:00:00+02:00,1120348,6660
Bremen,04,2023-05-17T00:00:00+02:00,305089,1012
Hamburg,02,2023-05-17T00:00:00+02:00,810956,3742
Hessen,06,2023-05-17T00:00:00+02:00,2940220,12798
Mecklenburg-Vorpommern,13,2023-05-17T00:00:00+02:00,716965,2845
Niedersachsen,03,2023-05-17T00:00:00+02:00,3879666,14352
Nordrhein-Westfalen,05,2023-05-17T00:00:00+02:00,8086622,32431
Rheinland-Pfalz,07,2023-05-17T00:00:00+02:00,1777330,7195
Saarland,10,2023-05-17T00:00:00+02:00,495549,2201
Sachsen,14,2023-05-17T00:00:00+02:00,1966328,17011
Sachsen-Anhalt,15,2023-05-17T00:00:00+02:00,966954,6392
Schleswig-Holstein,01,2023-05-17T00:00:00+02:00,1181659,3604
Thüringen,16,2023-05-17T00:00:00+02:00,888444,8427
